idx,farm_id,village_id,village_name,area_ha,erode_m,cx,cy,core_px,cov_frac_T1,g0_lin_T1,g0_db_T1,cov_T1,enl_T1,npx_T1,cov_frac_T2,g0_lin_T2,g0_db_T2,cov_T2,enl_T2,npx_T2,cov_frac_T3,g0_lin_T3,g0_db_T3,cov_T3,enl_T3,npx_T3,cov_frac_T4,g0_lin_T4,g0_db_T4,cov_T4,enl_T4,npx_T4,n_valid_dates,data_quality,core_px_low,impute_donor_dist_m,g0_db_filled_T1,g0_db_filled_T2,g0_db_filled_T3,g0_db_filled_T4,slope_early,slope_late,slope_emerge,curvature,dynamic_range,peak_idx,mean_db,auc,flood_depth
497,497,22,Sokhda,0.1806301414067857,2.5929317892265447,309884.6679289942,2482158.291342279,1381,1.0,0.00677965324752542,-21.687925180116004,1.034757189916322,0.9339488561144716,1381,1.0,0.01241760255622317,-19.059622445062537,0.9872718144178926,1.0259507727601114,1381,1.0,0.009435108331065173,-20.25253109032306,1.049214782303685,0.9083876028682029,1381,1.0,0.010418942686569796,-19.821763509680338,0.9947133281460901,1.0106577853629661,1381,4,measured,False,,-21.687925180116004,-19.059622445062537,-20.25253109032306,-19.821763509680338,0.020802812895549905,0.007179459677378711,0.20217713346565128,-1.0046265091502207,2.6283027350534667,1,-20.205460556295485,-19.905644934531466,-1.4353940897929434
498,498,22,Sokhda,0.16025516249090432,2.456053764556954,310803.96058261284,2482320.0540217916,1227,1.0,0.010029489939427327,-19.987211529341963,1.002369461066727,0.995277867849049,1227,1.0,0.01073892352036053,-19.690392505357458,0.9521087360345216,1.1031305192124714,1227,1.0,0.007810947902526792,-21.072962588427263,1.016571638121792,0.9676627474893871,1227,1.0,0.009434421501629384,-20.252847246832253,0.9943380467562266,1.011420810841904,1227,4,measured,False,,-19.987211529341963,-19.690392505357458,-21.072962588427263,-20.252847246832253,-0.015735522595439134,0.013668589026583492,0.022832232614192642,1.9058664006803099,1.3825700830698047,1,-20.250853467489733,-20.457772588444218,1.0857510590853003
499,499,22,Sokhda,0.1336757797223516,2.2473659413131055,310836.1565266997,2482328.578458968,1024,1.0,0.007441307392994645,-21.28350754819528,1.0516994594496618,0.9041004774614586,1024,1.0,0.013175108266539226,-18.80245807282978,0.9856699767658796,1.0292880803516071,1024,1.0,0.003753320887344813,-24.255843043197252,1.1103240247186175,0.8111487924846478,1024,1.0,0.004635806696997591,-23.338746814611447,1.1160574864207748,0.8028360581989166,1024,4,measured,False,,-21.28350754819528,-18.80245807282978,-24.255843043197252,-23.338746814611447,-0.04307732601452132,0.015284937143096755,0.19084995964350016,3.8894317235877764,5.453384970367473,1,-21.92013886970844,-22.43433258542388,2.972335495001971
500,500,22,Sokhda,0.13775548024007586,2.264495120293215,310865.6417842621,2482335.8233425776,1055,1.0,0.012235187603404467,-19.123893671786647,0.9454009037293282,1.118839972144104,1055,1.0,0.01194142072721342,-19.229440000673627,0.9931828706383902,1.013774956625986,1055,1.0,0.010683429797453242,-19.712892994627193,0.9169899149490501,1.1892437600110572,1055,1.0,0.012265599517248819,-19.113112195187647,0.9292652912557653,1.1580320188733373,1055,4,measured,False,,-19.123893671786647,-19.229440000673627,-19.712892994627193,-19.113112195187647,-0.008536222070152848,0.009996346657325775,-0.008118948375921557,1.188780122280093,0.5997807994395465,3,-19.294834715568776,-19.414435259177207,0.48345299395356633
501,501,22,Sokhda,0.1471149749478791,2.321955348373033,310894.7248701601,2482343.8261578823,1125,1.0,0.008276142305888546,-20.821720503732926,0.9999576221386773,1.0000847611105992,1125,1.0,0.011145661858557206,-19.528941368755774,1.009081107771702,0.9820822220992869,1125,1.0,0.009798404230519534,-20.088446478085757,1.0100030436535121,0.9802901411534027,1125,1.0,0.01426594286746533,-18.45699519583121,0.950836678534201,1.1060840950140405,1125,4,measured,False,,-20.821720503732926,-19.528941368755774,-20.088446478085757,-18.45699519583121,0.010627159791987964,0.027190854704242422,0.09944454884439634,0.8981772566073758,2.3647253079017148,3,-19.724025886601417,-19.59635203178487,-0.7332740256471695
502,502,22,Sokhda,0.13448023442202248,2.19989035539864,310922.5786844783,2482350.9514040854,1030,1.0,0.0072289392088721585,-21.40925427398885,1.005611010750459,0.9888717271311719,1030,1.0,0.01373455463296514,-18.62185418775755,0.9851846246212035,1.0303024896733188,1030,1.0,0.00787754871522621,-21.036089024429494,1.0851938572707447,0.8491518232752274,1030,1.0,0.009390979244243265,-20.27289119320954,1.0235902218112758,0.954438046168361,1030,4,measured,False,,-21.40925427398885,-18.62185418775755,-21.036089024429494,-20.27289119320954,0.0054081920225993695,0.012719963853665917,0.21441539124856163,0.3900325816605985,2.787400086231301,1,-20.335022169846358,-20.231736600556275,-0.3731652495593565
503,503,22,Sokhda,0.20263470513606444,2.6410220671557814,310883.47379397304,2482281.9900868796,1547,1.0,0.009882270265625053,-20.051432729658714,0.9999100395503459,1.0001799451808684,1547,1.0,0.01195625248417969,-19.224049223941975,1.006424106543541,0.9872745423285847,1547,1.0,0.008963885128920723,-20.475037175313886,1.0684452317552935,0.8759825794953547,1547,1.0,0.006927153267023045,-21.594452032559012,1.08578057105892,0.8482343736729879,1547,4,measured,False,,-20.051432729658714,-19.224049223941975,-20.475037175313886,-21.594452032559012,-0.006139194864567716,-0.01865691428741876,0.06364488505513376,-0.695810411589953,2.370402808617037,1,-20.336242790368395,-20.37945525669578,0.4236044456551724
504,504,22,Sokhda,0.1511967240893282,2.333417176789776,310837.174402459,2482250.28335357,1156,1.0,0.00845252500417625,-20.730135358346327,1.073451552630592,0.867830886911545,1156,1.0,0.01495049692302739,-18.2534437206583,1.0169987480276845,0.9668501377213357,1156,1.0,0.008201160845774495,-20.861246703928373,1.0833882311461605,0.8519846552478284,1156,1.0,0.010763653833081407,-19.68040277909401,1.0523192850277165,0.9030357444032829,1156,4,measured,False,,-20.730135358346327,-18.2534437206583,-20.861246703928373,-19.68040277909401,-0.0019001644287252957,0.019680732080572718,0.1905147413606175,1.3119552704164086,2.607802983270073,1,-19.881307140506753,-19.882589770485488,0.1311113455820454
505,505,22,Sokhda,0.1015830987329362,1.9783276239523981,310828.3964722569,2482214.948986354,778,1.0,0.007033438556367667,-21.52832302155427,0.9996995676884756,1.0006011355102786,778,1.0,0.010168521236900815,-19.927422000122863,1.052293630915969,0.9030797755778717,778,1.0,0.006493209464922395,-21.875405869635852,1.1052593897199567,0.8185996860043174,778,1.0,0.007203195408858409,-21.424748034882274,1.007066432550064,0.9860155392349994,778,4,measured,False,,-21.52832302155427,-19.927422000122863,-21.875405869635852,-21.424748034882274,-0.005030186204080875,0.007510963912559632,0.12314623241780062,0.7977406828351583,1.9479838695129885,1,-21.188974731548814,-21.232140621160383,0.3470828480815804
506,506,22,Sokhda,0.10073335019703955,1.975306056801572,310857.2854682919,2482222.377510713,770,1.0,0.008118324849873444,-20.905335746392282,1.0391644300584666,0.9260436426227286,770,1.0,0.010011387859065673,-19.995057129548822,0.9936243238179339,1.0128743450956952,770,1.0,0.008215881805444478,-20.85345817172765,1.0668557050839111,0.878594807082947,770,1.0,0.007297466731608154,-21.368278762388083,1.1963588909079592,0.6986779496375843,770,4,measured,False,,-20.905335746392282,-19.995057129548822,-20.85345817172765,-21.368278762388083,0.0007518489081830926,-0.008580343177673911,0.07002143206488153,-0.566698165325068,1.373221632839261,1,-20.780532452514212,-20.7462255050607,-0.051877574664633386
507,507,22,Sokhda,0.1492172537858598,2.053647331723716,310767.9347095784,2482232.4233883326,1137,1.0,0.009795675988644356,-20.08965588458618,0.9626379587421738,1.0791306666008746,1137,1.0,0.011130561921958571,-19.534829099289354,0.9383111842604389,1.135811375821461,1137,1.0,0.006816678291308584,-21.664272017630694,1.113850477114408,0.8060207263340429,1137,1.0,0.007398926886776061,-21.308312641807625,0.9944799612572578,1.011132167442554,1137,4,measured,False,,-20.08965588458618,-19.534829099289354,-21.664272017630694,-21.308312641807625,-0.02282052366731181,0.005932656263717817,0.042678983484371165,1.9305755088675838,2.12944291834134,1,-20.649267410828465,-20.932647468620946,1.5746161330445148
508,508,22,Sokhda,0.21761674129022285,2.720163206984064,310770.1396073658,2482205.593939575,1661,1.0,0.00880050855759767,-20.554922304206592,1.0553035510787014,0.8979356222743002,1661,1.0,0.01060590025164368,-19.74452461732301,0.9817419371703524,1.0375411101085963,1661,1.0,0.0076110131626638735,-21.1855752697894,0.9923498944003212,1.0154775916930658,1661,1.0,0.00808237156069131,-20.924611881610375,1.079083985544034,0.8587949962652165,1661,4,measured,False,,-20.554922304206592,-19.74452461732301,-21.1855752697894,-20.924611881610375,-0.009139898051924753,0.004349389802983754,0.06233828360642946,0.8916163537618331,1.4410506524663909,1,-20.602408518232345,-20.707711754814596,0.6306529655828079
509,509,22,Sokhda,0.165776805522386,2.453032890441571,310968.75557211635,2482220.905342957,1267,1.0,0.00794551807990177,-20.99877779777315,1.0068568622822405,0.9864260465348361,1267,1.0,0.01127790760994108,-19.47771467528932,0.9811930561598825,1.0387022391957184,1267,1.0,0.005852424305237303,-22.326641947232375,1.1002239031118262,0.8261099402438261,1267,1.0,0.006646066815612276,-21.774352968963306,1.043811410234488,0.9178166250067642,1267,4,measured,False,,-20.99877779777315,-19.47771467528932,-22.326641947232375,-21.774352968963306,-0.019244407963177154,0.009204816304484472,0.1170048555756793,1.880153127728292,2.8489272719430545,1,-21.144371847314538,-21.369372356522355,1.3278641494592236
510,510,22,Sokhda,0.12236723552630283,2.065107667608825,310958.3399071462,2482247.5133338002,940,1.0,0.010468609769273787,-19.801109887721097,0.9887130232630663,1.0229619749234247,940,1.0,0.012388671385434327,-19.06975266740471,1.0039983555447682,0.9920509950390497,940,1.0,0.008634548172702783,-20.637603831962224,1.089750704874486,0.8420651285437694,940,1.0,0.01406365518154842,-18.519017903495563,0.9258634306963327,1.1665574679235537,940,4,measured,False,,-19.801109887721097,-19.06975266740471,-20.637603831962224,-18.519017903495563,-0.012123100641175754,0.03530976547444435,0.056258247716645116,2.9550798727077883,2.1185859284666613,3,-19.5068710726459,-19.68345147794051,0.836493944241127
511,511,22,Sokhda,0.33065555450459944,3.6598168081406808,310980.4207633004,2482175.9605852095,2531,1.0,0.006936580068021627,-21.588545963554804,1.0586315468440948,0.892298856977681,2531,1.0,0.015454362371083346,-18.109489087134293,0.9558460657072926,1.0945209687193087,2531,1.0,0.01374456264771233,-18.618690748606795,0.9498575468218328,1.1083656165062155,2531,1.0,0.008358759247145457,-20.778581833395805,1.0274230526139418,0.9473302125942762,2531,4,measured,False,,-21.588545963554804,-18.109489087134293,-18.618690748606795,-20.778581833395805,0.04304137992678273,-0.035998184746483496,0.2676197597246547,-5.129746299737018,3.479056876420511,1,-19.773826908172925,-19.134453028607034,-2.9698552149480086
512,512,22,Sokhda,0.25867018651254475,3.1623169571186516,310914.9586774594,2482220.9278058265,1982,1.0,0.0077239398994894005,-21.121611141548982,1.0306950923102642,0.941324979941913,1982,1.0,0.008052106201093654,-20.940905057350992,1.0916525399939885,0.8391336572800909,1982,1.0,0.007722924041221435,-21.122182366417025,1.0662741204315982,0.87955350353518,1982,1.0,0.00917846524290178,-20.372299323349708,1.0907695463292386,0.8404927887492116,1982,4,measured,False,,-21.121611141548982,-20.940905057350992,-21.122182366417025,-20.372299323349708,-8.278621275988032e-06,0.012498050717788622,0.01390046801522998,0.7504542679353605,0.7498830430673173,3,-20.889249472166675,-20.89928103760741,0.0005712248680431742
513,513,22,Sokhda,0.19520757685515563,2.6318249934040296,310868.6513024167,2482176.932406234,1493,1.0,0.006681065408377801,-21.751542764339217,1.063632375389907,0.8839280255416139,1493,1.0,0.011494483515810859,-19.395105382070255,1.1613582520543355,0.7414256040208445,1493,1.0,0.005919983607076311,-22.27679495872715,1.2551629075944153,0.6347457575876109,1493,1.0,0.007519390775134137,-21.23817344742868,1.1773486979369034,0.7214226680788934,1493,4,measured,False,,-21.751542764339217,-19.395105382070255,-22.27679495872715,-21.23817344742868,-0.0076123506433034074,0.017310358521641214,0.18126441402068932,1.563873705686408,2.881689576656896,1,-21.165404138141326,-21.238104454873362,0.5252521943879351
514,514,22,Sokhda,0.18494790997579694,2.576936568650092,310836.9587057657,2482171.172132118,1416,1.0,0.012426432178901225,-19.05653546131879,1.0231505295136578,0.9552585495414684,1416,1.0,0.017603079817497074,-17.544113418034975,1.0210234559834126,0.9592428295751211,1416,1.0,0.00775331570054403,-21.105125320097528,1.1723883681545457,0.7275402050300345,1416,1.0,0.011183787463159395,-19.51411094857884,1.042922817128025,0.9193812910634144,1416,4,measured,False,,-19.05653546131879,-17.544113418034975,-21.105125320097528,-19.51411094857884,-0.029689708098242562,0.026516906191978152,0.1163401571756782,3.639604230297426,3.5610119020625532,1,-19.304971287007533,-19.679534809641865,2.048589858778737
515,515,22,Sokhda,0.11237910513378446,1.6922388503238923,310858.9548179758,2482136.414976086,853,1.0,0.009711064714835533,-20.12733151716265,0.9894759773050772,1.021385035023294,853,1.0,0.009209469579350633,-20.357653823324398,1.0038299411364997,0.992383899428036,853,1.0,0.007942981987019928,-21.00016422336259,1.1991417810433518,0.6954388200348257,853,1.0,0.009687634692064354,-20.1378224622874,1.0268894717048491,0.9483149507871099,853,4,measured,False,,-20.12733151716265,-20.357653823324398,-21.00016422336259,-20.1378224622874,-0.012649749365216524,0.01437236268458649,-0.017717100473980726,1.7351744672751295,0.8728327061999401,0,-20.40574300653426,-20.583805508448847,0.6425104000381907
516,516,22,Sokhda,0.28406707295319067,3.274912475247399,310773.9894309776,2482168.743361918,2174,1.0,0.008646809401761187,-20.631441139023316,1.0119194040593127,0.9765807342960804,2174,1.0,0.013500135169240706,-18.69661883137477,0.9494914505221671,1.1092204883998693,2174,1.0,0.007279593937298504,-21.37892845372263,1.0468868564874807,0.9124319942662282,2174,1.0,0.00924952609339041,-20.338805181039877,1.0432112511938416,0.9188729678948973,2174,4,measured,False,,-20.631441139023316,-18.69661883137477,-21.37892845372263,-20.338805181039877,-0.010833149488395845,0.017335387878045873,0.14883248520373427,1.7876105873820656,2.6823096223478586,1,-20.26144840129015,-20.38201335529605,0.7474873146993133
517,517,22,Sokhda,0.07924469062299468,1.7227563137468,310642.0398978681,2482130.9500824753,604,1.0,0.011608998810973672,-19.352052332862776,0.9950756305102808,1.0099219678340121,604,1.0,0.013028540005790326,-18.851042491342866,0.9443718841539922,1.1212795523657242,604,1.0,0.017219869289904738,-17.639701494496435,1.0520167746410811,0.9035551600158059,604,1.0,0.015315073546585364,-18.1488091326815,1.1588696893689245,0.74461330524492,604,4,measured,False,,-19.352052332862776,-18.851042491342866,-17.639701494496435,-18.1488091326815,0.024816678816903488,-0.008485127303084402,0.03853921857845458,-2.2214584765514047,1.7123508383663406,2,-18.497901362845894,-18.16834315330368,-1.7123508383663406
518,518,22,Sokhda,0.06569990655817091,1.5034637309765941,310652.5330125155,2482109.329296964,503,1.0,0.009523951606871571,-20.211828199998365,0.9324361730623175,1.1501693056574809,503,1.0,0.015371118346567679,-18.132945336665404,0.8659978435334114,1.3334182009490625,503,1.0,0.009346430537157328,-20.293542173620946,0.9962530814007435,1.0075361668033964,503,1.0,0.006703897015135837,-21.736726659323384,0.9705704132164298,1.0615633190436236,503,4,measured,False,,-20.211828199998365,-18.132945336665404,-20.293542173620946,-21.736726659323384,-0.001184260487283775,-0.024053074761707312,0.15991406641022776,-1.3614705120798583,3.60378132265798,1,-20.093760592402024,-20.04721506406715,0.08171397362258048
519,519,22,Sokhda,0.5447215477813967,4.0,310588.7342922688,2481940.7016206267,4290,1.0,0.010232877827752576,-19.900022109652532,0.9926345942606196,1.014895172199468,4290,1.0,0.012298748089439905,-19.101390938873593,0.9357257479761272,1.142096603857606,4290,1.0,0.011530493700329337,-19.38152097151228,0.9651630532268113,1.0734915315648668,4290,1.0,0.014597913372453381,-18.35709217886326,0.9363946861731949,1.1404654131526097,4290,4,measured,False,,-19.900022109652532,-19.101390938873593,-19.38152097151228,-18.35709217886326,0.007514509248409446,0.01707381321081698,0.06143316698299536,0.505927654508767,1.5429299307892705,3,-19.185006549725415,-19.09448924664721,-0.5185011381402518
520,520,22,Sokhda,0.851312709624134,4.0,310900.29517249775,2481916.5927504473,7108,1.0,0.007811525163734378,-21.072641638784884,0.9863832329666911,1.0278000569348351,7108,1.0,0.013897758115734057,-18.570552512920635,0.9081765031001079,1.2124378262494282,7108,1.0,0.00999959214301807,-20.000177133648943,0.9672887875248198,1.068778460644702,7108,1.0,0.013943458030931277,-18.556295061870934,0.9256698056460366,1.1670455434132407,7108,4,measured,False,,-21.072641638784884,-18.570552512920635,-20.000177133648943,-18.556295061870934,0.01554296384254986,0.02406470119630016,0.19246839429724988,0.3714175666420694,2.51634657691395,3,-19.549916586806347,-19.336088046167674,-1.0724645051359403
521,521,22,Sokhda,0.24732910074498504,3.077270035649087,310846.6659283489,2481976.179254421,1891,1.0,0.008031804913023197,-20.951868487830282,0.9654929379831143,1.0727580865443265,1891,1.0,0.015836713407346718,-18.003349425162344,0.8700477112646919,1.3210335948652867,1891,1.0,0.008083596366172582,-20.92395380005863,0.9686670162859705,1.0657392876892378,1891,1.0,0.00969806371461113,-20.133149669710477,1.0325747260178724,0.9379010422555434,1891,4,measured,False,,-20.951868487830282,-18.003349425162344,-20.92395380005863,-20.133149669710477,0.0004045606923427836,0.013180068839135887,0.22680915866676443,0.7628894425765012,2.9485190626679376,1,-20.00308034569043,-19.960360549098546,-0.02791468777165207
522,522,22,Sokhda,0.2516121697183233,3.1254339328043907,310891.20672276226,2481989.078750888,1927,1.0,0.008034243671312917,-20.9505500064744,1.0328352989401823,0.9374278578339457,1927,1.0,0.01683114253069921,-17.738864022691935,0.9516425629426829,1.1042115463553588,1927,1.0,0.008072834478387993,-20.929739519956705,0.9983882971809795,1.0032312151759208,1927,1.0,0.009285870802468623,-20.321773631171084,0.9843632921471642,1.0320225333487687,1927,4,measured,False,,-20.9505500064744,-17.738864022691935,-20.929739519956705,-20.321773631171084,0.0003016012538796572,0.010132764813093687,0.24705276798326664,0.5871554022679248,3.2116859837824663,1,-19.98523179507353,-19.936027014864937,-0.020810486517696347
523,523,22,Sokhda,0.165241327395197,1.8221607717505555,310855.81124692917,2482014.7239021836,1252,1.0,0.011039225610508007,-19.570613908168685,1.0059253435161812,0.9882538160268884,1252,1.0,0.012976284064955336,-18.868496558508394,0.9848172002395559,1.0310714219645714,1252,1.0,0.0091226385003841,-20.39879534431283,1.016034594274296,0.968685969868709,1252,1.0,0.023509940496491306,-16.287484700702194,1.0131348358090104,0.9742389823363569,1252,4,measured,False,,-19.570613908168685,-18.868496558508394,-20.39879534431283,-16.287484700702194,-0.012002629509335443,0.06852184406017728,0.054009026896945485,4.939492079754782,4.111310643610636,3,-18.781347627923026,-18.99168056327788,0.8281814361441455
524,524,22,Sokhda,0.8612989626455354,4.0,311012.017167164,2481922.274135064,6788,1.0,0.007331582922282027,-21.348022490703663,1.029903677989719,0.9427722304354409,6788,1.0,0.015000337046274428,-18.238989825648105,0.9570304823570499,1.091813496611389,6788,1.0,0.005769239422175074,-22.388814375417915,1.0559340113842979,0.8968636921007963,6788,1.0,0.020116468425975465,-16.96448260083933,0.9184866054624121,1.1853711294703748,6788,4,measured,False,,-21.348022490703663,-18.238989825648105,-22.388814375417915,-16.96448260083933,-0.015083940358177573,0.09040552957630978,0.23915635885042755,6.465123659292839,5.424331774578587,3,-19.735077323152254,-19.965062069564745,1.0407918847142525
525,525,22,Sokhda,0.2599311903897673,3.1592770941226815,311015.2697079567,2481961.0877944813,1988,1.0,0.007734711222514182,-21.11555896161091,1.0297495890988961,0.9430543992224546,1988,1.0,0.020506501449752294,-16.881084269388012,0.893581891945335,1.2523660362713922,1988,1.0,0.008129087130459874,-20.89958221498599,0.983439156756115,1.0339630228016743,1988,1.0,0.007199314651334098,-21.427088448618715,1.0208604126101921,0.9595492586893294,1988,4,measured,False,,-21.11555896161091,-16.881084269388012,-20.89958221498599,-21.427088448618715,0.003130097777172722,-0.00879177056054541,0.32572882247868434,-0.7434829802576424,4.546004179230703,1,-20.080828473650907,-19.95842606567524,-0.21597674662491784
526,526,22,Sokhda,0.2431002338182181,3.014089296874969,311055.98299043486,2481973.4113196405,1859,1.0,0.007496771050295594,-21.251257522073157,1.0052998258718655,0.9894840211895672,1859,1.0,0.011630733626081233,-19.34392890627506,0.9603504766236872,1.084277604191176,1859,1.0,0.00690528848288683,-21.608181731449033,0.9880304661062117,1.0243758406266947,1859,1.0,0.016896580602722224,-17.722011756007007,0.9144210648957705,1.1959349445182075,1859,4,measured,False,,-21.251257522073157,-19.34392890627506,-21.608181731449033,-17.722011756007007,-0.005172814628635884,0.06476949959070044,0.14671758583062283,4.2430941848179025,3.8861699754420265,3,-19.981344978951064,-20.080880730730378,0.356924209375876
527,527,22,Sokhda,2.500848576840572,4.0,310769.4783810828,2481849.6961728195,22595,1.0,0.007868283542847996,-21.041199981584615,1.082371734278662,0.8535856697077671,22595,1.0,0.014345481744036983,-18.43284862875357,0.9481415959707475,1.1123810968213823,22595,1.0,0.0064275291775618875,-21.919559432148006,1.0396973029701095,0.9250946411892383,22595,1.0,0.01438723152988933,-18.42022767353496,0.9718103047784366,1.0588562398152275,22595,4,measured,False,,-21.041199981584615,-18.43284862875357,-21.919559432148006,-18.42022767353496,-0.012729847109614358,0.0583221959768841,0.2006424117562341,4.377691209176437,3.499331758613046,3,-19.953458929005286,-20.129010502658385,0.8783594505633907
528,528,22,Sokhda,0.9825433740369975,4.0,310575.24447670835,2481761.413930617,8223,1.0,0.008270278609414213,-20.824798596744092,1.023116492404216,0.9553221098122303,8223,1.0,0.008395605159939572,-20.75947994207269,1.0189956253111472,0.9630644701548442,8223,1.0,0.0053922685365217615,-22.68228487944252,1.0373591901496722,0.9292694983379763,8223,1.0,0.012076170440301227,-19.18070766072925,1.041436415285005,0.9220075584987394,8223,4,measured,False,,-20.824798596744092,-20.75947994207269,-22.68228487944252,-19.18070766072925,-0.026920091053600406,0.058359620311887815,0.005024511897800083,5.359063501411697,3.501577218713269,3,-20.861817769747137,-21.26013179620068,1.857486282698428
529,529,22,Sokhda,0.4940634585006162,4.0,310666.2070764264,2481793.1018551043,3873,1.0,0.014004176320006443,-18.53742429874744,0.9080425285006951,1.2127956241499882,3873,1.0,0.015624939905691073,-18.061816442992118,0.9305806261671269,1.1547606774937027,3873,1.0,0.00931538031878067,-20.30799409476696,1.0169795940917294,0.9668865576458222,3873,1.0,0.014810128145977165,-18.29441183690136,0.9057137963933108,1.219040216976449,3873,4,measured,False,,-18.53742429874744,-18.061816442992118,-20.30799409476696,-18.29441183690136,-0.02566043182636989,0.03355970429776001,0.03658521967348623,3.7841520538851228,2.2461776517748433,1,-18.80041166835197,-19.149782463787684,1.7705697960195224
530,530,22,Sokhda,0.3696380340555683,3.8309429815392715,310435.34519089694,2481630.9158390034,2826,1.0,0.009452935031261739,-20.244333269430545,1.005621536299894,0.98885102677144,2826,1.0,0.015774777675562932,-18.02036752841775,0.9268825923336134,1.163993481955044,2826,1.0,0.006284919595600513,-22.017002739701287,1.0416293071227745,0.9216661102234098,2826,1.0,0.011193446263557574,-19.510361813161595,0.9872331357583749,1.026031165478993,2826,4,measured,False,,-20.244333269430545,-18.02036752841775,-22.017002739701287,-19.510361813161595,-0.025690861887981767,0.041777348775661534,0.1710742877702149,4.279310396810434,3.996635211283536,1,-19.948016337677792,-20.275874878133592,1.772669470270742
531,531,22,Sokhda,0.1038161631747149,1.9964140480408874,310486.3090045559,2481620.6937311087,795,1.0,0.009018270325388997,-20.448767507254807,0.9871523435332231,1.0261991207772994,795,1.0,0.010704148571342288,-19.704478716178876,0.8893761294082126,1.264238646479344,795,1.0,0.009532568234055315,-20.20790077366367,0.9570989440980578,1.0916573063241994,795,1.0,0.010862489846712488,-19.640706164828675,1.0990786533876973,0.8278324650179847,795,4,measured,False,,-20.448767507254807,-19.704478716178876,-20.20790077366367,-19.640706164828675,0.003490822225958504,0.009453243480583259,0.05725298392891777,0.32632787524385876,0.8080613424261323,3,-20.000463290481505,-19.953495614904497,-0.24086673359113675
532,532,22,Sokhda,0.13298322842263152,2.2412046124485605,310526.62035572005,2481628.5517046647,1018,1.0,0.008328757164595019,-20.794198001332028,0.9834048759577925,1.0340351104972294,1018,1.0,0.00956682068510046,-20.192323661232166,0.9899097297571401,1.0204901429165685,1018,1.0,0.008228080837017416,-20.84701450217695,1.0588020013932642,0.8920115810633301,1018,1.0,0.007332951894421876,-21.347211640505716,0.9910356776733062,1.0181726359752123,1018,4,measured,False,,-20.794198001332028,-20.192323661232166,-20.84701450217695,-21.347211640505716,-0.000765456533984389,-0.008336618972146088,0.04629802616152782,-0.4473806374838425,1.1548879792735498,1,-20.795186951311717,-20.785586384981414,0.05281650084492284
533,533,22,Sokhda,0.24151156270029023,3.0141618353114756,310489.60014498525,2481656.961731025,1846,1.0,0.010004446122869584,-19.998069502501533,0.9864692825076444,1.027620755121223,1846,1.0,0.010772208018097877,-19.676952686805265,0.9721772102957362,1.058057153226593,1846,1.0,0.014668934003967437,-18.336014453261686,0.9352133686200778,1.1433483973978824,1846,1.0,0.015120185647891124,-18.204428764697514,0.9184653200201083,1.1854260720808385,1846,4,measured,False,,-19.998069502501533,-19.676952686805265,-18.336014453261686,-18.204428764697514,0.024087754336809368,0.00219309480940287,0.024701293515097526,-1.5304693606756743,1.7936407378040187,3,-19.0538663518165,-18.747783106132903,-1.6620550492398465
534,534,22,Sokhda,0.18866084966771304,2.735850851094907,310540.6828122117,2481670.004944338,1446,1.0,0.007896538629684124,-21.0256323572832,1.1026917659890065,0.8224163519781397,1446,1.0,0.009544960456184085,-20.202258665051616,1.0126825197664373,0.9751094670617894,1446,1.0,0.0062300343920790235,-22.055095558690944,1.0676028857667526,0.8773654373314663,1446,1.0,0.008027359565816693,-20.954272834350036,1.0490422131689594,0.9086864898991786,1446,4,measured,False,,-21.0256323572832,-20.202258665051616,-22.055095558690944,-20.954272834350036,-0.014919756542141211,0.018347045405681803,0.06333643786396802,2.1302859257486517,1.8528368936393278,1,-21.05931485384395,-21.251691951172074,1.0294632014077436
535,535,22,Sokhda,0.17655572537151165,2.3365404828482066,310438.0621678117,2481589.306378432,1346,1.0,0.010215942693386134,-19.907215519247494,1.1270459434542235,0.7872574145458726,1346,1.0,0.010889916058975083,-19.629754678350814,1.1038412100004347,0.8207044583572207,1346,1.0,0.009052138674637224,-20.432488014728982,1.1399725134333607,0.7695046351114311,1346,1.0,0.014001191986882653,-18.53834989229688,1.0639749769573192,0.8833588648434754,1346,4,measured,False,,-19.907215519247494,-19.629754678350814,-20.432488014728982,-18.53834989229688,-0.007612644862050551,0.031568968707201724,0.021343141607436913,2.4194106179135915,1.8941381224321034,3,-19.62695202615604,-19.750839061251156,0.525272495481488
536,536,22,Sokhda,0.04043554686680436,1.2518354175234658,310467.90825112996,2481567.780627786,311,1.0,0.010757483687741987,-19.68289303793305,0.8815624550465377,1.2867489680356585,311,1.0,0.009781103567579857,-20.09612142526104,1.0655944906538144,0.8806758092240743,311,1.0,0.007605359511854626,-21.18880251653811,1.1292394667108174,0.7842019240192956,311,1.0,0.012161217935271631,-19.150229286750985,0.9833219738400408,1.0342094731503102,311,4,measured,False,,-19.68289303793305,-20.09612142526104,-21.18880251653811,-19.150229286750985,-0.021824775052247277,0.033976220496452096,-0.031786799025230024,3.544482708392188,2.0385732297871257,3,-20.029511566620798,-20.346607895192328,1.092681091277072
