farm_id,vv_20250519,npix_20250519,vh_20250519,vv_20250531,npix_20250531,vh_20250531,vv_20250612,npix_20250612,vh_20250612,vv_20250624,npix_20250624,vh_20250624,vv_20250706,npix_20250706,vh_20250706,vv_20250718,npix_20250718,vh_20250718,vv_20250730,npix_20250730,vh_20250730,vv_20250823,npix_20250823,vh_20250823,vv_20250904,npix_20250904,vh_20250904,vv_20250916,npix_20250916,vh_20250916,vv_20250928,npix_20250928,vh_20250928,vv_20251010,npix_20251010,vh_20251010,vv_20251022,npix_20251022,vh_20251022,vv_20251103,npix_20251103,vh_20251103,vv_20251115,npix_20251115,vh_20251115,vv_20251127,npix_20251127,vh_20251127
497,-9.155218184686815,18,-13.159584141713104,-8.218623925655004,18,-13.759890712560807,-9.113841109382397,18,-13.904710903442798,-6.494433627314379,18,-11.110754686911763,-6.49888179051604,18,-13.939593752979533,-7.115600904648539,18,-13.406036625805704,-5.713002208326651,18,-13.044093085651136,-7.6572880183275105,18,-11.85370125581076,-6.26747101309903,18,-11.770816219785058,-7.312831738775623,18,-13.383230009227686,-6.657606653382673,18,-12.038315879435736,-6.168149981518223,18,-11.543367638899738,-5.374806197999541,18,-11.893248785143705,-5.690384975334202,18,-12.06481175901635,-7.620185968600387,18,-14.30953703635934,-8.54098607285479,18,-12.343836862657207
498,-9.2372414622065,17,-14.700124198621083,-7.396063590898549,17,-16.723796276527118,-9.185038964852799,17,-14.832517145672732,-6.659749440013332,17,-12.630965494607997,-7.443407308170757,17,-12.832996694574332,-7.925731529053901,17,-13.43739120277185,-6.482941074130859,17,-14.03798907686266,-6.912019507196963,17,-14.267859833882575,-9.913944304202364,17,-12.135445717544256,-9.670902287026635,17,-15.189578128003829,-9.859591666641185,17,-13.525236600321506,-9.723020115733616,17,-13.263382644665949,-9.148409836460479,17,-15.732971311375865,-6.85251955267818,17,-13.32018174293272,-10.402446382287051,17,-16.74487118325564,-9.286098187564315,17,-15.793087740751803
499,-8.061431398130328,12,-14.599074811017886,-7.539259462786463,12,-12.320159223359413,-8.20706433141271,12,-15.209663528425414,-7.105191308546269,12,-14.257556359026651,-3.965697944372986,12,-13.132102872211211,-7.655013964360911,12,-12.324532181693211,-5.639975034441353,12,-11.333612059558813,-6.125409748594021,12,-12.832454415535373,-7.270451871056677,12,-13.225513752315726,-6.307149255236162,12,-12.17991361811784,-8.154902717836652,12,-12.940986875373817,-8.727085517277944,12,-12.821421690050332,-9.292119577369139,12,-12.880888280095474,-8.152408099241487,12,-11.454639158214995,-9.472856378506991,12,-14.851464617128936,-9.255212548625387,12,-15.084044109440446
500,-9.012441057581883,15,-16.439133391183628,-10.295237476784163,15,-14.450788623196374,-9.93458479253729,15,-16.64226675517009,-9.064280605742992,15,-12.872265977097456,-5.561384478512186,15,-13.482662099960368,-8.845590258411702,15,-12.79363418507943,-5.199238831874854,15,-14.03394546617509,-5.8701366522345495,15,-12.450181548813035,-7.121520730564384,15,-14.436579088082846,-6.73713553698417,15,-14.407746318099079,-9.379352525512514,15,-14.038426222590337,-9.410731522958137,15,-14.244023960065439,-8.615956681578687,15,-13.021353968118287,-7.071839382125372,15,-12.066066237685915,-10.342340564189076,15,-12.827445413484673,-11.076156686432917,15,-11.958513053480996
501,-8.612394776881997,15,-16.518155039493443,-8.712559204156179,15,-14.955691043966628,-9.99842348555958,15,-16.717919740676624,-8.009785521236008,15,-13.883208020555891,-6.986283587622582,15,-12.43440016969207,-8.408698147031602,15,-16.458665314746863,-7.606129303464103,15,-15.409861574595682,-7.844704495431742,15,-12.029109157741367,-6.840854676517604,15,-16.491061409450218,-9.312468790819356,15,-14.596296369024785,-10.094726636047412,15,-14.776645315348622,-8.740062511431535,15,-13.829116882609483,-9.31483001826953,15,-13.180843802471916,-5.985643595035156,15,-11.969383630157107,-10.491303146802073,15,-14.855034151114815,-10.773181836122054,15,-15.135591037025556
502,-2.304833495873134,13,-12.637816488923763,-3.686589964534866,13,-11.617315347210504,-5.962429918435025,13,-10.595076909557813,-5.184081228672591,13,-10.702992954580498,-3.148675718859218,13,-10.814805769736143,-3.687914355819246,13,-13.104312223257608,-3.4201444911785077,13,-12.491175980035221,-6.269200317571729,13,-11.831124276420361,-3.8993501989574404,13,-14.818015887676264,-6.176665013442983,13,-13.286247501480561,-8.301444675698667,13,-13.522141114047193,-6.929584612858105,13,-14.915552867347442,-9.150905524335506,13,-16.128533926816225,-3.771604421184274,13,-12.869472819118018,-9.363922071428325,13,-14.897510566542891,-9.448136093330662,13,-16.78252716783235
503,-8.23431454649477,19,-15.785984559410009,-9.081151930357564,19,-16.38112158319375,-8.320968775869089,19,-15.522546229705386,-9.658069438543977,19,-12.304974935365163,-6.642418644679128,19,-13.424098648173011,-8.837226422191515,19,-11.660230588539784,-7.089266266553849,19,-14.709930692009456,-7.638092177165678,19,-15.699731943199213,-10.248709723986309,19,-17.6664579855863,-11.171986627096224,19,-17.109604719778776,-11.052253396834711,19,-17.35125915664909,-9.962567019417076,19,-16.579072544018228,-8.548473912827893,19,-16.677205773093412,-9.749722467953271,19,-15.098961105579935,-10.168731902051316,19,-16.600677670852058,-11.344823556817992,19,-16.731036403176557
504,-7.356115225269232,14,-14.654096669730365,-11.209893797984893,14,-14.697568357111495,-10.312382178184736,14,-14.04709208868731,-11.203029869713347,14,-11.748269599437531,-7.660117548884848,14,-13.71569138663075,-7.538317335264292,14,-13.334922937018971,-8.320714754096858,14,-13.993609274950707,-8.922718538724041,14,-14.936031396080063,-8.79130358470794,14,-14.1906537218543,-10.855789573534228,14,-16.410727532956248,-10.788902064141073,14,-16.45010628608103,-9.893560483816795,14,-16.746488952688136,-8.84399668658177,14,-14.588218310453179,-9.144531710826834,14,-13.184157054717765,-8.528099002665607,14,-16.49751077554348,-11.54665369041795,14,-13.777822302081972
505,-9.758477458366237,10,-13.4846714751247,-10.022083505750324,10,-14.85753724650676,-9.255071069999843,10,-15.482607471772358,-8.454750771203974,10,-14.086906428759642,-9.449779091366766,10,-14.785757099233566,-11.052367236225514,10,-14.726329013873977,-7.5146661726777495,10,-13.677885833176136,-8.187023392024038,10,-11.96235255352928,-8.897582683103455,10,-15.03367408854865,-9.517478702469589,10,-18.28903755994976,-8.64450511365755,10,-16.96127893508812,-8.353604384782457,10,-15.96192692250743,-11.608390968086253,10,-15.40703626656456,-8.165057812452591,10,-15.298848696338847,-6.374221237901083,10,-18.252714447289254,-7.519684092288377,10,-16.34059624975371
506,-5.262504481095846,10,-13.7428879009904,-8.705060450768507,10,-12.563274289862715,-7.827880371437251,10,-12.60978408100079,-6.5253861552259345,10,-13.192463577279558,-6.847497669756799,10,-9.39033979984934,-7.853696214308786,10,-13.46283181441372,-6.350607130869418,10,-12.251578774059427,-6.32049929384095,10,-11.948356666888031,-6.241988170961462,10,-11.532049627445108,-8.382100218827784,10,-13.59953235929152,-7.464369313438701,10,-14.633940531795202,-7.514058861516232,10,-13.639047608327978,-7.346114772795769,10,-14.092330999927468,-5.968773274292899,10,-13.556366007959287,-4.797316613856102,10,-14.987848760429776,-6.444987110077937,10,-13.161466397952804
507,-7.15449241018879,16,-14.02468014535685,-8.532262974081224,16,-14.264336519637354,-10.080529239110694,16,-13.764865251762853,-7.100880094633223,16,-13.183494256020687,-5.545133735803697,16,-14.209687129486067,-8.022885940146189,16,-13.165525804995157,-5.525311459805504,16,-13.174521378129874,-6.609702925176789,16,-14.542592850659947,-8.129139766931331,16,-11.949427139410066,-9.417072651580863,16,-15.78691602536215,-8.717091300999936,16,-14.618369235878209,-7.798248967018743,16,-16.662615237961596,-9.263020638990717,16,-16.856127042006662,-7.639036683401064,16,-15.027513259484078,-9.809130620048917,16,-16.590135405816827,-9.450127572011542,16,-17.110423882400095
508,-6.5719241726338185,23,-13.94322568429943,-8.661738447249599,23,-13.29766897916031,-7.966724504529417,23,-12.942485096704141,-5.630531305193276,23,-10.618018536155905,-5.28437302406325,23,-13.23082183928375,-7.6789306147618905,23,-14.02664082884662,-7.039904397864624,23,-12.835008532528382,-7.260920686752552,23,-10.978754087821752,-7.463319389365422,23,-12.109576441570677,-6.538936023285112,23,-12.976787958804607,-8.388809517085898,23,-14.78875332818188,-8.237074694137393,23,-16.099504654808737,-9.051858440266184,23,-15.789700734911147,-6.954212837170197,23,-14.773398202015182,-9.564620554341975,23,-16.924223498337273,-9.712522504137196,23,-15.785469846127167
509,-9.50073152314559,16,-15.151633265078463,-9.229206812591217,16,-13.918723553564503,-9.37916815960619,16,-15.10617402942632,-8.509549602802512,16,-13.086014995547648,-7.24357844183645,16,-12.699107070716355,-8.034520591208882,16,-13.245099287137684,-6.061853145105893,16,-11.776798124688735,-7.862713948582569,16,-13.655823852795733,-7.6893421527978845,16,-14.392543498093577,-7.909173699344923,16,-13.064098097371325,-7.497414165908633,16,-14.237427609412553,-7.470969149947756,16,-13.748302137603275,-10.152908471583459,16,-14.310628615558441,-7.327803074589468,16,-13.277887926068459,-9.653058270702763,16,-15.594694112846,-9.295702525269334,16,-15.862535184321489
510,-9.09327626248907,12,-15.556628153437874,-9.306655204538812,12,-14.404017406037177,-9.089806018696628,12,-16.902456399415254,-7.699745604499709,12,-11.201955031631348,-8.144821041190404,12,-13.61556662792009,-7.019081199559617,12,-13.445388765827474,-7.267333168098174,12,-13.592754152643503,-9.231309950798948,12,-14.866712221481958,-7.642789710708962,12,-13.721258905016928,-9.831077653743092,12,-13.106774563918917,-9.277828974532532,12,-16.292669274542227,-7.981624762918379,12,-15.27380106370861,-10.637626271872374,12,-19.049733242344445,-6.813191844321471,12,-14.638103022311038,-8.85464676824341,12,-16.705022532630622,-10.244686253942131,12,-15.425193383082455
511,-10.1809433511002,32,-15.187044080610681,-9.86669017241141,32,-14.120622411597736,-7.640788781838275,32,-15.394310831648884,-6.749841055032108,32,-13.156135374861522,-6.294229353579366,32,-13.42003025193548,-7.266249374454149,32,-14.00541497107759,-6.752943821467144,32,-13.659422214490135,-6.007484900282364,32,-13.299944873355297,-6.7309635876010905,32,-14.145911923379817,-8.872547173448904,32,-14.73457060553298,-9.100751061629886,32,-14.218823008435646,-7.350060977945127,32,-14.53333797571958,-7.885097946489925,32,-13.447734703548251,-6.620818297649222,32,-12.551494882391893,-9.584711660269399,32,-17.40752706657704,-8.300038724296236,32,-15.966827201752743
512,-7.934647644075409,27,-13.419008970060364,-9.3024710774332,27,-14.504506504115145,-7.878883892868842,27,-15.982396850635798,-7.715061335972637,27,-13.149266495491428,-8.005648394605267,27,-12.021822173473362,-6.682087125279274,27,-14.634294170755318,-6.282257976292307,27,-11.844343114059939,-7.107372134545345,27,-13.562680683739858,-9.461975638621707,27,-14.462224923326392,-9.424431265019571,27,-14.174411714167789,-9.09917828398317,27,-14.474115649746278,-7.718351541822147,27,-13.018309855096417,-10.547262911621713,27,-15.655718370112588,-6.643807491304042,27,-14.443284513319696,-8.18429183582548,27,-15.844511418508752,-8.220246237373928,27,-15.80023688094167
513,-4.624597039573334,19,-12.587342832084367,-7.558450037055106,19,-13.267982236706429,-6.8063502300015095,19,-12.50362706603553,-5.564113341089736,19,-12.197441464437421,-6.227303267384356,19,-11.096782925566583,-6.305688039487142,19,-11.761762108277079,-6.1212423082094505,19,-10.415608161531596,-2.549161403962075,19,-14.525537052312172,-6.837899794894353,19,-11.149693039373204,-6.083437548958816,19,-10.797807017505718,-6.526733387888314,19,-13.40913537127532,-7.608278156581862,19,-12.960282262444592,-6.829673801045813,19,-14.005042076459848,-7.085326485508773,19,-10.835430312038694,-7.303885083295633,19,-13.138018291575849,-7.978978406511309,19,-14.455370176081171
514,-10.795943140826793,19,-15.237636731212804,-11.000003190389773,19,-16.88293571224423,-8.498197313255332,19,-17.432348063698285,-9.708804035470514,19,-17.258350063964603,-9.854927207049528,19,-15.425375869638366,-10.43665399835806,19,-15.393372898330064,-6.474093836213282,19,-15.890251478450628,-9.596810827728275,19,-14.413705252950281,-9.153887071797175,19,-14.284960529275896,-10.155206233241055,19,-14.687568757533775,-10.858419262828349,19,-15.572560358963099,-9.132319753133004,19,-15.667596854316352,-11.208065071980325,19,-16.777467462388852,-9.091466772049003,19,-14.082786651962891,-9.811540692466803,19,-16.36540189173469,-11.874508563193407,19,-16.25885571228833
515,-8.659523250057,12,-14.103028222949538,-9.869412115126753,12,-15.325703810734252,-8.174307902786206,12,-15.458870572443592,-7.441686809211287,12,-12.677092219840878,-7.182596623248135,12,-13.132240381066541,-7.658585371880874,12,-13.353238314611941,-7.059559248719852,12,-12.135500904012524,-7.544705555588847,12,-12.647117601712212,-7.677649372095039,12,-13.820078310024275,-7.739558143327328,12,-12.316965320892566,-7.972535261023807,12,-14.486432662232936,-7.60273037345557,12,-12.377516449773971,-8.23022502034429,12,-14.400815229191668,-8.779306535361318,12,-13.38840288955848,-7.9972285479186205,12,-14.871583785176616,-8.437206161902846,12,-14.724334840751158
516,-8.274871165322246,28,-14.218644641622866,-8.218047778988831,28,-12.138916880357913,-8.067217397144383,28,-15.330725671348803,-6.631524498320731,28,-11.151246106946003,-5.738295282967142,28,-12.120710208520144,-5.5643437360121855,28,-12.561756663996281,-5.7730324677233105,28,-13.092088510796858,-8.104759632006012,28,-15.726581820641021,-9.331611763327372,28,-13.78237302828457,-8.95139221649168,28,-16.955324497463703,-10.465138725006655,28,-15.438396825705196,-9.763658649180034,28,-16.550413465420903,-11.069833623642014,28,-15.442833995755233,-7.201784244569342,28,-12.76574147656643,-10.597961743137073,28,-15.53700269338175,-10.512611534109158,28,-15.606439140787833
517,-7.934316824653419,8,-16.814681564206634,-8.74419590312074,8,-14.298741927010944,-8.97741100413764,8,-17.581689695124375,-8.529932520229638,8,-14.111376122202532,-7.567937140157764,8,-12.746830581917486,-7.67196184459462,8,-16.39585646697632,-7.41248484229869,8,-13.356074241827343,-9.186950996249978,8,-11.3792857161587,-7.359116292114814,8,-12.420677620197253,-9.2418506440193,8,-16.03106220138197,-9.647538561539255,8,-13.759070130119468,-8.341244403733386,8,-14.196294437753334,-12.085245003875023,8,-17.219559879885416,-10.321261667310136,8,-13.170773612576811,-11.690130499445612,8,-15.303715351511801,-9.84384277055674,8,-17.80606816654904
518,-8.870968233735164,6,-15.496903275494663,-7.021239412690212,6,-14.918454738411494,-11.292554720456687,6,-16.791431980662686,-7.354848824888468,6,-15.33891723989244,-8.165881183428326,6,-12.715076290799123,-7.639405673739487,6,-12.461855172550056,-6.88597834435542,6,-10.207975792097894,-9.553979120391569,6,-12.10211647136331,-6.9304173878677,6,-13.901442349003329,-7.69898833884874,6,-13.179609145383242,-7.485300518711231,6,-13.831621459355423,-8.752279257712098,6,-13.339085241092402,-9.480238121132196,6,-18.247431833206416,-6.8043860331598625,6,-13.420720562016035,-10.272021491247166,6,-14.529709624757903,-7.275764453317009,6,-16.198468332964403
519,-8.34784285363648,55,-15.116671337445833,-6.871111756469423,55,-14.590177363762344,-7.351321528589539,55,-13.739710249386548,-5.946366918861097,55,-11.916539032717967,-6.348355741083008,55,-12.002372915010328,-6.663126650052948,55,-12.98549596703166,-5.587161720237008,55,-12.711524453281719,-5.689933257700477,55,-11.939998864491946,-7.377189368562718,55,-12.707737468904977,-7.351808220590939,55,-14.481049191763129,-7.467047595034028,55,-13.961982244911331,-7.131704293669654,55,-14.646652251305362,-9.092232583822597,55,-14.737354182665225,-8.37281205317193,55,-14.414071145837642,-7.315601307878342,55,-16.26062539064253,-8.703939633071982,55,-15.518551372954377
520,-10.20678270767978,83,-17.978944964824738,-11.36412807952481,83,-18.759672479550858,-10.528209925234265,83,-18.515504698086037,-8.872112290151628,83,-15.278502967577065,-7.887982824592732,83,-15.698557582696226,-11.290974180754912,83,-16.225773933265558,-5.974273837892738,83,-12.915561283897459,-7.27533642078501,83,-15.082356802259431,-9.307310739925477,83,-16.030013864892226,-9.790756935753235,83,-17.57411364308085,-8.812234653956624,83,-17.607472589571735,-8.724012522003894,83,-15.583543213241205,-9.296300344084509,83,-17.456876140909362,-6.759413193570243,83,-15.723523583539405,-8.325537731645579,83,-14.896373454777045,-6.733105788738141,83,-15.094561791193627
521,-12.114160659532235,25,-16.970632503710934,-9.543170024427072,25,-15.182565068656423,-10.523402554647864,25,-17.280900893118957,-8.055944042111857,25,-13.979290618766784,-8.574297475449516,25,-13.78087910904685,-10.210903164863659,25,-15.16257646836658,-8.866470482821839,25,-12.345655122646226,-10.172274533500978,25,-14.537792944948837,-7.919155721379721,25,-14.441837235628775,-8.986474233021294,25,-15.555136955173916,-9.979391492436418,25,-15.859291542113427,-8.89374173554377,25,-13.736028925449812,-10.338431543161516,25,-16.208677833349185,-7.081108581939484,25,-17.397199817788877,-10.48129036204694,25,-17.3830905686364,-9.750294565516326,25,-17.457545223127507
522,-10.147782760219112,25,-16.373240847833685,-8.306470544363641,25,-13.938446449688453,-8.201935591069017,25,-16.467691254315152,-8.44462637732872,25,-14.536771499103704,-6.751555776183105,25,-13.32004537994563,-7.626660517501537,25,-13.401028827262175,-6.35960120875784,25,-12.843897935803142,-7.287386712208532,25,-14.213492312471335,-7.6859903580678965,25,-11.323063231940285,-7.037306545597184,25,-14.884424519869125,-8.428973698395199,25,-12.718306754972083,-7.205131471086221,25,-13.410517129483592,-7.609761354989755,25,-12.873193281701491,-7.219759357939748,25,-13.574788128789343,-7.07128123680138,25,-15.142581202571716,-8.774902747553261,25,-13.653765667950992
523,-8.040532163753563,18,-13.79765796906746,-8.011769903755933,18,-14.114188261891735,-8.621933428769555,18,-16.58681148335639,-6.127811768471805,18,-12.340460609492094,-6.366540545471087,18,-11.471281159026965,-10.45212973094149,18,-11.79532265365223,-8.566214570446302,18,-12.323502217669196,-5.949457774264068,18,-12.374524945129888,-7.450237672815385,18,-12.756712042877655,-7.888632408576568,18,-13.072459919310527,-8.525779591883687,18,-13.229446425237994,-8.193985676652318,18,-13.144612297328475,-8.831915364868303,18,-13.454096372521585,-7.758240149794985,18,-14.47425398922228,-10.003951067916077,18,-14.088274072959365,-9.501092341962716,18,-16.217944602704463
524,-9.598559576134512,87,-16.27078415153565,-8.746577169457442,87,-15.117823415004963,-11.003471436499712,87,-15.816288027523823,-7.182698497316622,87,-13.91607181600257,-6.038182114965503,87,-12.98863587617097,-8.533349957499347,87,-14.56137605452836,-7.0450609712571435,87,-14.806420467264836,-7.182797439044643,87,-14.236570487122531,-7.994164245182015,87,-13.721103111528063,-8.181625708981114,87,-16.57980046990441,-9.298565956838326,87,-15.914536185277953,-7.909820359941204,87,-14.347165989395073,-8.38381266293253,87,-14.351904384466057,-4.895823033841216,87,-13.412628183926998,-5.201328722323951,87,-13.394563522234147,-5.429738955254718,87,-12.194216004055932
525,-10.684347480701689,25,-15.233463986052339,-9.28380640934101,25,-15.633507447914042,-11.002543069330674,25,-17.33641607782679,-8.752439994944723,25,-13.61272171421727,-6.673173776307941,25,-13.06426726628078,-9.488850782616499,25,-14.577405748877494,-6.539510588082229,25,-14.859755159657675,-8.165893552327022,25,-16.11235817562724,-8.569693395723588,25,-13.654134021720047,-10.571106361678675,25,-16.62524450046088,-10.526534120837685,25,-16.724160530334032,-6.933170982262959,25,-15.277236385756458,-7.779372436352321,25,-14.403173020877604,-4.744738008069716,25,-12.409050112757518,-4.841132863386032,25,-13.668566643421155,-7.155683033329988,25,-13.365845830531955
526,-7.855814331537236,24,-13.788959087599522,-7.46689563553239,24,-14.183270009189064,-8.844053854030312,24,-13.86826361038787,-7.534342761378573,24,-10.414897093915956,-7.235762690209812,24,-13.305003642016064,-6.012955782355775,24,-12.925227295485158,-5.211235393230607,24,-12.730853238718115,-4.95454250579662,24,-11.7666715313749,-5.945915396613466,24,-11.28297844777121,-6.868044019894484,24,-15.769069052433915,-7.82223947694214,24,-13.395375592397558,-6.761747370105683,24,-13.874754934114408,-7.22912413194574,24,-13.629500384897145,-5.560829107765311,24,-13.44903706306059,-7.181815429672698,24,-13.391735446846035,-7.0783353621234335,24,-14.368514021239472
527,-10.44198434474761,249,-17.436515220699512,-10.080262692320865,249,-18.09127169753522,-10.33037020975414,249,-17.692011840077384,-8.705306452693815,249,-15.78373401216664,-8.537045754156118,249,-14.434800851766612,-9.81219466762824,249,-15.389852183789742,-5.879520046206706,249,-13.893577124952065,-8.501195672575523,249,-15.723156499350182,-9.634881333419363,249,-15.179234956513048,-8.904366244566905,249,-16.339179805925482,-9.610635691916139,249,-16.83243492204275,-6.871250863273892,249,-13.064734536516877,-8.88391879115006,249,-15.946511912025725,-6.131668236130622,249,-13.167452932990793,-6.829986473372649,249,-14.206734835287577,-6.990945885111622,249,-13.696106251873339
528,-9.732518284941019,97,-16.179111441587576,-9.303762664891744,97,-15.548373058010363,-10.522244529233447,97,-17.168674727972196,-9.439077297031607,97,-15.959546836569734,-9.735826472323378,97,-15.876908768456223,-10.85593152868549,97,-16.429055760616265,-7.082322512946414,97,-13.937534703362843,-9.509868816807494,97,-15.704139361416374,-9.1349420047843,97,-16.027377486582193,-9.748744529082375,97,-16.446882544252595,-8.33474817753397,97,-14.37780790754086,-6.4246044257310375,97,-14.02889198426607,-7.420800225896413,97,-14.594762569200597,-5.936661749733641,97,-11.580539162041179,-6.22142894356696,97,-12.431837771638047,-7.001390536724359,97,-13.029557102009093
529,-9.772450120941796,50,-15.68568312926457,-8.876707328125628,50,-13.448228890504993,-8.568319472174885,50,-14.532834259225261,-6.581460015987668,50,-13.281488934478505,-6.698266545663811,50,-12.9990972931665,-8.428169920727369,50,-12.740936732417348,-5.933135818703315,50,-12.57099420409933,-8.080525480309564,50,-12.155208723308705,-5.5004613733243,50,-12.405325254374445,-6.958376983842607,50,-12.8605307528961,-6.964312979983761,50,-12.19518898690486,-6.126170235774776,50,-14.205584079065051,-7.040308413558174,50,-13.886679336070193,-6.905600750679474,50,-13.145275245972242,-6.528002190635759,50,-11.931553205264718,-5.948306638315135,50,-12.315313277108151
530,-8.05274850175461,37,-15.120009977866234,-8.016026041574078,37,-14.532983005459412,-7.456523395704214,37,-13.503557737186238,-6.812530611274738,37,-12.774076694125531,-6.25307964134981,37,-11.184305538771724,-8.265657184579553,37,-13.716259953394076,-7.3056845972424425,37,-13.598433364935454,-7.078731878468747,37,-11.732897873038082,-9.341023686853703,37,-13.87176969485828,-7.424070486550925,37,-14.788578968541852,-8.388641352929643,37,-15.305227941127082,-6.914314110705352,37,-13.460825996066996,-7.388551326821803,37,-14.204997056878879,-5.001575789254499,37,-11.824524594157184,-7.472138649250583,37,-14.632161041189226,-8.461610729763349,37,-14.898983694576879
531,-8.667977073837774,11,-14.609879239354967,-7.0562562315534905,11,-11.47622199583511,-7.374722773718023,11,-11.89260663752864,-5.309038934058269,11,-11.072077594624517,-4.602551192322466,11,-12.351927014278886,-7.480278868702516,11,-12.435758302526809,-6.576669903690679,11,-10.670534305067543,-7.045587170366493,11,-11.35330536459277,-6.5778644385353235,11,-13.060921150279361,-5.785291269206352,11,-12.526967297094211,-8.133046284975705,11,-12.426327424143075,-9.163729411139302,11,-14.847374747626716,-9.11376957840008,11,-13.091924233243157,-7.065719001009563,11,-11.657253409487211,-8.845831184586144,11,-15.064273460906803,-9.023347478930638,11,-11.647540613785525
532,-8.476082080051766,13,-16.074028950987852,-7.078447093716658,13,-14.92114807303482,-10.59498595004159,13,-14.264216186661873,-5.89619221758519,13,-11.492604479427794,-7.561235667028582,13,-11.362183798322878,-7.969079448065197,13,-12.715021067309753,-6.041473264747522,13,-14.28934185854732,-8.306884288560841,13,-13.809053668342578,-7.948502142603761,13,-15.569605574237961,-8.430060625597687,13,-14.344055387486156,-7.0075510775031695,13,-15.886986089613924,-7.799623169203659,13,-14.179306424299103,-7.184935029051866,13,-16.77697484565688,-7.573699097304124,13,-13.673773440910693,-7.473122224270582,13,-15.966259871482,-8.567441919043175,13,-15.850755021108336
533,-8.78055773818771,24,-16.698026496681976,-8.348409878743881,24,-14.600497699876927,-10.87904223765099,24,-15.782317501714346,-7.467869031797343,24,-12.796413588359822,-7.468414660749007,24,-13.047750094816772,-9.221830861073526,24,-15.054933662934145,-4.9813896594546945,24,-13.56688222792484,-6.876171918403672,24,-10.983653928175709,-7.8294678849659896,24,-14.098422846813499,-8.324550403637932,24,-13.153229325942181,-8.049483823876141,24,-14.022556038046073,-7.554781836519609,24,-13.767641698529404,-8.345087351296016,24,-12.47888432678921,-7.938318231811791,24,-11.362654274963086,-7.951897466509359,24,-13.612154523310835,-8.625142969541447,24,-14.411316760574213
534,-8.567926641417102,20,-15.60607046198452,-8.664133808673737,20,-14.083715480887456,-7.846231215449086,20,-15.395750842786885,-7.0818685299108335,20,-13.445372114800138,-5.808955311712629,20,-12.522707040994849,-8.237846926088272,20,-13.9279427339271,-5.860410883473711,20,-12.537091540123225,-7.065305956895083,20,-13.744956489494722,-5.732908218391083,20,-12.24478390523638,-8.565894468284318,20,-14.03469725601196,-6.533914850571158,20,-14.199674267575823,-7.640027211915447,20,-15.141552429439963,-6.734455642780807,20,-14.163518246727717,-8.471990122508519,20,-12.445998006589589,-8.964020940167046,20,-13.2242285933294,-9.041844419660139,20,-14.228587314428962
535,-7.618248710379898,19,-14.099711923512878,-8.062027411535395,19,-13.446087126080222,-8.189451731838872,19,-14.957969508371136,-5.622393136066625,19,-12.270989524485765,-4.933682561819431,19,-12.31377018906867,-8.320160206711176,19,-13.012481179146222,-6.724299866317392,19,-13.64093038231292,-8.171658714785146,19,-13.083961660713136,-8.485588330189795,19,-12.176015122463076,-7.387460475313907,19,-12.646003404638366,-9.25714094555292,19,-12.34610962029156,-5.8781215253721975,19,-14.276685992159157,-7.627990899292378,19,-13.715229708636997,-7.50696559711563,19,-11.245999213430498,-9.302163609786398,19,-13.776548010245106,-8.41723772056485,19,-13.102141141658345
536,-9.525217163184907,5,-12.91592581344994,-6.100003553345575,5,-12.81055491836533,-8.011775942877009,5,-13.397381848967733,-3.846899728668526,5,-11.96416942591458,-2.654662189112896,5,-12.719383164414161,-4.984637810963371,5,-10.285415891883783,-4.748921099628852,5,-12.019213464973372,-7.735731191128593,5,-13.182549354578176,-6.677653754984357,5,-12.16291293734627,-8.441260826699729,5,-16.333456234849336,-6.001153195197764,5,-11.89721829770907,-6.1373191104671365,5,-14.19964298191531,-5.910606653879899,5,-15.540015262674023,-7.510169345084484,5,-10.667640553468026,-7.518009638756339,5,-11.82913106136547,-9.241528388321957,5,-9.819227861993225
537,-9.34620277503359,4,-14.683620610722496,-8.446410607093425,4,-12.00224460055594,-7.391469098136429,4,-14.383231737824477,-4.713192579680282,4,-13.595509745375677,-7.47592588278726,4,-14.362882881386678,-7.96344620200239,4,-13.12259395074187,-8.502480482667462,4,-13.855563702600588,-7.571001008110856,4,-13.505327421053035,-8.320528124379095,4,-15.13638258549852,-9.272985499916405,4,-13.900821588641623,-9.567658660007867,4,-16.16655972216512,-9.649302419695042,4,-15.29861124148008,-8.102395692444885,4,-17.86241226340274,-7.602646191012797,4,-10.907389746563387,-10.58257459144663,4,-16.040365904832647,-11.362460475324006,4,-14.491606036330582
538,-10.308090192264853,3,-13.941594941977778,-9.961295963281806,3,-11.232562738670492,-6.926067230050088,3,-15.564152714495322,-7.091472167068486,3,-14.509267641624849,-9.036663838876937,3,-12.926027673795865,-7.630983127242207,3,-14.205696972757327,-7.957245840132127,3,-14.28920223263826,-6.510394964762115,3,-15.014902126246529,-10.017244628587306,3,-16.384608973754965,-8.711765832930409,3,-13.061030066067561,-6.983867150834547,3,-15.681795953636,-8.506660140016884,3,-12.712220353127952,-7.259824498252443,3,-14.084703355865663,-7.839427679099165,3,-10.461704429071851,-8.165062972837221,3,-17.184206370154705,-9.169965547278084,3,-14.076465054447906
