farm_id,s1_vv_db_20250507,s1_vh_db_20250507,s1_vv_db_20250519,s1_vh_db_20250519,s1_vv_db_20250531,s1_vh_db_20250531,s1_vv_db_20250612,s1_vh_db_20250612,s1_vv_db_20250624,s1_vh_db_20250624,s1_vv_db_20250706,s1_vh_db_20250706,s1_vv_db_20250718,s1_vh_db_20250718,s1_vv_db_20250730,s1_vh_db_20250730,s1_vv_db_20250823,s1_vh_db_20250823,s1_vv_db_20250904,s1_vh_db_20250904,s1_vv_db_20250916,s1_vh_db_20250916,s1_vv_db_20250928,s1_vh_db_20250928,s1_vv_db_20251010,s1_vh_db_20251010,s1_vv_db_20251022,s1_vh_db_20251022,s1_vv_db_20251103,s1_vh_db_20251103,s1_vv_db_20251115,s1_vh_db_20251115,s1_vv_db_20251127,s1_vh_db_20251127,s1_vv_db_20251209,s1_vh_db_20251209
401,-3.037455187268814,-10.51231074859299,-8.855829847834709,-15.320250448875576,-7.65374591255263,-13.91254274738408,-9.410971369333364,-16.984286876523928,-5.228031475755595,-11.802547618208315,-7.967154908479044,-12.30404682084891,-9.135855580338053,-14.096909653344483,-7.530785791871301,-16.528593640838515,-7.627323129892366,-12.16663997632375,-9.573477194028486,-14.32707942279318,-7.436209511045428,-13.509800273965102,-10.602526624935889,-14.138834371223775,-6.029814862367543,-12.745581929425025,-9.859521114565176,-14.699744350347494,-6.958041593301507,-12.475259670625613,-7.896099777553634,-13.341110972505403,-7.251930233129592,-15.385574704751946,-6.869674607396142,-16.477546417755796
402,-7.793936171852875,-13.962051039305653,-10.819427142884377,-15.018789771635376,-9.535108282734157,-16.135043800774657,-9.450263082589267,-14.81176913653179,-8.707227710237767,-12.226542763920596,-8.707617803991996,-14.803197707137164,-9.187783704635946,-17.66962479482506,-8.665597694917523,-15.807644630736867,-6.7092009682311025,-14.847813441194171,-9.063776607100664,-13.831403028899022,-10.569103812616618,-16.901116287969348,-10.206748525075383,-16.451769422620266,-10.361123323851292,-18.600016168676436,-10.895690300256591,-16.874014721205025,-10.882489811593747,-14.271645442481184,-9.982560029000597,-15.548881626682272,-10.972502126116533,-14.479471827100989,-9.899237386380067,-16.2234881691148
403,-10.250598338307773,-13.682036746631642,-10.424194498583905,-14.98268486274939,-8.348138594144018,-14.81933045993156,-11.555850294319999,-12.547634033538614,-8.143602708701462,-12.833809078456898,-9.987283160891065,-13.931424813566293,-8.880113646155039,-16.850595284498656,-8.704073047024064,-16.28546065673975,-9.527298534063197,-13.833499730488143,-8.026183989181755,-14.449997664836014,-8.111822153958453,-15.718524968469993,-9.118149599942226,-14.924189488287844,-11.441942841787407,-17.033347303809872,-9.746460947445732,-14.07379250925933,-7.86985619463603,-13.562589438425919,-7.291435424920042,-17.593644676286367,-9.59523926393806,-15.567909831246805,-9.387433463863513,-15.394799705157137
404,-8.597761027321877,-12.692208077098128,-10.597983307378769,-16.891093895655853,-10.416934677568591,-14.567218238817416,-8.238919844174239,-15.842405397574606,-8.664424153052208,-15.793454679376941,-6.680739859450745,-13.075974183882892,-8.567618787723081,-13.402696415772223,-7.17318821600525,-12.680468433662435,-7.345882251751545,-15.101196771781783,-5.731552743133376,-13.007775772978254,-7.970763106125711,-14.917244219385191,-8.534245044869586,-13.864566716366525,-9.00392727074223,-13.99208866966871,-7.311166628846431,-12.979239988951804,-5.955255094210685,-14.368325101287338,-6.802855236271185,-15.82732904518322,-9.097276300300404,-15.432720502671168,-7.827618286519231,-15.307180284933139
405,-9.377543156991926,-11.081185435606764,-10.735855311490763,-17.591976315657355,-6.123742090925014,-14.696981328881904,-7.419871237085296,-13.787268138293857,-5.962700156545373,-14.340379683909433,-7.50469785898518,-12.60224468013438,-8.388908578140473,-11.843716607744925,-7.333803026489263,-11.928051173742329,-3.30405799767566,-13.975515790358795,-3.3483500546092686,-10.526318270324047,-7.763260404187438,-13.607429635239782,-4.973065468930191,-15.02653476687038,-8.705068831970728,-15.66758821890999,-9.831259169775613,-13.696671227427561,-8.950274166897321,-16.501743300780557,-6.299951765640253,-17.045515129613122,-11.67555593064938,-14.636031248751966,-8.239086805437303,-15.462578274627957
406,-8.284187021573373,-11.500006614925688,-7.093804770578719,-12.645254565946535,-6.111691806048947,-14.354245476408318,-6.545782508780359,-14.350086859020353,-8.41043319984326,-12.577734689582751,-3.8676353639177288,-14.296354090952324,-9.261151094249229,-10.76637981727588,-6.683074179848885,-14.352676933171244,-5.71590050744137,-9.054352606262427,-4.616773225018057,-14.181854634993957,-8.164766225337994,-15.652181423061053,-7.702464402824599,-13.81793747926472,-6.438653705905217,-15.255459839297892,-10.192909293238372,-12.576388148712034,-6.764632742735971,-12.935295051020589,-9.353404217174889,-16.771000432117656,-8.014378049879573,-13.955759165698744,-7.71230433233355,-14.238113528336068
407,-10.671158001815233,-16.98996972689763,-11.023066429012196,-18.280004346715884,-10.420269611855527,-19.712934411984907,-9.43303151690035,-17.319751299212772,-7.613775674567367,-15.459260873097907,-7.815592536178025,-13.530036602879889,-12.14028444951319,-18.037659691685867,-5.280658291594654,-15.724604217126256,-6.642980463565359,-14.663635453744137,-9.410650845713201,-17.51567351864414,-10.454387614466098,-16.78356226888136,-9.220179268762916,-15.96167369869164,-8.450900251452726,-15.142566034431217,-8.349032340613938,-14.931339508520045,-7.216727444225224,-13.014569939387382,-11.051342858540094,-16.040821893557563,-10.001082750870637,-15.090379290396214,-9.004171671743455,-15.145809436228475
408,-9.334221292770025,-14.6038943329245,-10.472231119598842,-16.671969421178485,-8.710016803775794,-15.274065693544,-9.28850077303762,-17.12701214846963,-6.727262723069818,-13.14519355022582,-5.725343991115258,-13.749883875574739,-10.433434614330316,-15.513211625586052,-8.324620305709688,-13.659984104421842,-7.787977545163517,-14.645888306287931,-7.877354524807042,-13.054255277518747,-8.904789207705164,-15.355804802355287,-8.921543982163731,-15.162585747244236,-11.075900591041474,-14.107535253086265,-8.455235095172213,-15.213856548517892,-8.454251223462819,-13.081578149421599,-9.046702459023924,-16.689171212200357,-7.4599817862801086,-14.859216054426811,-10.022624533550449,-15.42318697471301
409,-5.1728449977246544,-9.93210452404139,-7.391554328231566,-14.808625505761714,-6.1487447942917415,-13.362159962354273,-7.458449588176227,-13.548555722575532,-5.452281772613824,-10.590039426205891,-6.274431392966263,-11.6088759149917,-7.675749196606864,-14.365816753560788,-2.328779135439242,-12.610183164721981,-5.952881239129871,-11.495709616479528,-10.176668165497016,-13.722204982473409,-8.040457204215983,-14.278306226625642,-8.902103033320563,-12.896889399325788,-5.376342839959168,-13.776342017524897,-9.38978781998916,-14.673739809355187,-9.716674143160594,-12.910847681301096,-11.733704414695833,-13.755062371859736,-6.582207111994646,-14.918581645948699,-10.252074663742004,-13.668694202806861
410,-5.4163600730099395,-11.226744115002408,-8.785035158622312,-14.424009548180006,-4.600578648425729,-15.652272979285186,-8.351566359479772,-16.973917178506944,-3.5126174571460282,-14.901600493483294,-7.38053258401518,-13.874904078841524,-8.34662075275061,-12.817367220092127,-7.470359611825494,-13.134627838781146,-5.275758507089959,-12.188077717926282,-6.2794760607313584,-12.932645679617266,-8.299928187733215,-12.32353136162981,-5.519295672468463,-14.407232890344257,-5.318771170108436,-13.510872752413905,-9.426509998377608,-15.267164301124637,-5.789542079544486,-13.527533769982703,-10.72894861264675,-15.641480719293977,-7.31187819028139,-13.362108558523705,-9.275595523641728,-13.364124641129031
411,-6.240812308097906,-14.022120437704853,-10.010293059154833,-15.971877538073123,-8.118765484903939,-15.303861336074949,-7.184845209852661,-15.070988206626954,-6.494933589412353,-12.328463789229431,-7.499317745335605,-14.741687872754703,-8.3778703108246,-15.463300545324454,-5.036571662854318,-14.232872424933332,-6.81923246605707,-13.385695837380405,-6.021573852606479,-13.568354027889267,-7.846759367233296,-14.829291979952492,-7.627707636071081,-14.303685463279745,-6.045794667947929,-13.142538786852347,-3.042864365048338,-13.741803715624846,-6.450514026083024,-11.805603095652042,-7.936385149742832,-12.9566465248231,-6.3876556396923,-10.708977172192348,-8.050530576088322,-15.057086460601479
412,-6.613610769005353,-13.124868758650326,-11.671985175825764,-16.028598207596968,-6.043364833326952,-15.736043486374847,-10.014617073586521,-18.669622017322297,-7.0006029090491015,-15.213087808459933,-8.46843097445273,-15.381902306791384,-9.872402511173185,-16.21231053789789,-7.662856843446422,-14.173868837635439,-7.520695107718984,-14.218387644346475,-7.582176887127778,-15.130914812356867,-10.41128437471627,-16.935060272899833,-10.029245135324716,-16.44180263919822,-8.777385784866121,-16.1115435101807,-8.274730964794484,-14.02085029254759,-10.171211041874237,-12.503325971021281,-8.207600496624169,-17.566822861719643,-9.131859388851188,-13.610999357663866,-8.035971673381843,-15.6666289478676
413,-7.954692209800617,-13.934052371098094,-12.687606010963286,-16.779972711876038,-7.871658205215403,-15.500679905767555,-11.541788858065518,-18.889021494715575,-8.230091479114384,-15.929077227105793,-10.678538086485679,-18.173146763432516,-10.584572634727696,-16.457375541659125,-8.025218528027308,-14.966124023250666,-7.961804688585808,-15.394790460136495,-8.511109934160375,-16.636473344683615,-9.135778012447966,-14.223281843365992,-10.990319219174731,-15.288062740988156,-9.569416353860277,-14.21129303047386,-8.458202568598688,-14.876473520606059,-10.310591288454116,-15.403716720207878,-8.918492882156983,-15.110353628284429,-11.273141799193978,-16.056274298532188,-9.648909721944092,-11.747086051154538
414,-7.927084907180543,-14.2164212135412,-10.485796186566365,-17.0826482353908,-9.296305627061296,-17.281749641908323,-10.156283573572706,-15.628367704000743,-6.515082489037672,-13.90653432937631,-8.361084449903451,-15.338560340075826,-10.500077186324145,-12.48464169520274,-9.118977804474952,-15.508365730003192,-8.88200738356441,-14.480771786011994,-9.264503034855608,-14.300528399084866,-10.654767963056159,-11.940021301145077,-11.77119721681727,-15.96987374096178,-8.239657412726642,-15.177166151105757,-9.314632755833932,-16.541998862693568,-11.286011495629161,-13.386411703578492,-7.7409529296430435,-12.792938129315425,-8.534416597082362,-13.883531877465867,-10.69795779353403,-14.553151965057054
415,-6.440380535790215,-12.18399182129081,-8.443671696541987,-13.496491505511719,-7.248533431642899,-13.800191650076423,-6.049559235405091,-11.074791428645398,-2.631021560861831,-12.225652048488431,-4.067837331022078,-13.437763740404696,-6.16398743102681,-12.41280157605642,-5.7146385838311815,-15.489150129453408,-3.8858614231992576,-10.874771224070203,-5.357307916810213,-10.70260982085503,-6.884747096776287,-8.706805218279209,-9.40567171321925,-14.80590684445345,-4.526536507618651,-12.751275503248106,-8.488726370997439,-15.012718436187383,-5.925906629833769,-11.53817039782487,-4.482181664489346,-9.77659822093312,-6.535484574880458,-13.003121500898436,-6.610099021653507,-10.18198604883009
416,-9.793298225729414,-14.136255691135114,-11.524233445092962,-13.45343457893351,-8.433750881665437,-13.202473571767,-8.805172007385254,-15.552429452801144,-8.249902475014128,-12.95734171416541,-7.065336100478245,-14.935150346033186,-8.190737489223798,-13.43378471023633,-10.551065847516837,-12.751877604025148,-8.059869282801484,-14.15145452570518,-7.503042737890054,-16.02613585397031,-9.713587769186013,-14.962560829087524,-9.165099184287888,-16.50537628555291,-9.499484906822332,-16.589007336772465,-9.681237261432315,-14.992366467564771,-8.149731198406583,-14.051445409824959,-10.287226419687531,-13.741812906069109,-9.574978157669968,-15.499083966085676,-9.655033518270885,-15.546022389710235
417,-5.577895782287753,-13.424622137308235,-10.839359106122945,-15.70417044251352,-7.811624705740852,-15.084201900398174,-9.299564065725862,-17.26744541727,-9.696405440262298,-14.681353204337553,-6.283977297508173,-15.412249691321993,-9.376020183661616,-13.988013377104341,-7.1752828095475065,-12.327917339230943,-10.35351507803792,-15.45884191584185,-10.070838765785622,-19.04323806506484,-9.487872076957034,-16.207408032554987,-9.564941999200878,-15.6650216893661,-8.134647800022599,-17.013840249419886,-11.208739017178974,-16.00794324480491,-8.13965305491976,-15.303708801696931,-9.723594558211788,-14.23277766620781,-10.645703747555576,-14.835910074956232,-8.332563657345347,-14.791339766297325
418,-7.174330258711025,-14.044407705495507,-9.916481239402867,-14.034171997252296,-9.009105337676225,-15.250232059357256,-10.412183005191686,-16.285799261573302,-8.97611212804173,-14.24559700239186,-9.559673843315332,-12.861643667063321,-11.854743960629772,-16.27331278198547,-6.822206700769772,-14.153917404965133,-8.08332322295698,-15.076135047863609,-9.473037220159753,-16.64251773026832,-7.132963788062028,-15.187884506427359,-10.078656085326427,-18.084588990537508,-8.774924154976553,-15.401929550884638,-8.963265680905183,-12.905220672401896,-4.038761262647352,-12.714177163719263,-7.742248725502887,-16.923427631341283,-12.619557248156465,-16.886715398769603,-12.396606586477319,-18.332472739276792
419,-9.295325573293615,-15.033189427004094,-9.657751217738102,-14.898742798854228,-8.83310178293977,-16.382168600222286,-8.997957611291858,-16.50565306085882,-9.086127273111387,-15.469595758451307,-7.582727849978102,-16.45558221243308,-11.499444236581544,-16.82572280037222,-8.927653505015869,-14.471377631019834,-10.023651190161482,-15.607622292103734,-9.3564333346545,-14.288969052008262,-11.53497675261426,-15.837884346705103,-9.397034289130465,-18.40791036001025,-9.346744830240892,-16.053340892272136,-8.90394856268671,-13.545385174926029,-6.153405397237378,-14.845459681500923,-9.028888219571558,-15.831388827000396,-10.283824872284878,-14.443597326397219,-10.199569719747005,-16.471968787140295
420,-6.738481933568631,-14.012619694166471,-6.819737442872361,-15.166699192586178,-9.388794877129314,-14.878362809521422,-9.931472556242653,-16.247651179966912,-8.62890720627831,-13.685119502755809,-9.965048962959695,-13.110849951771877,-5.6977607249243665,-15.479313519136024,-7.47974649624216,-14.498828472474068,-7.898159799279486,-13.189707519450721,-5.915983074333967,-15.037583028593922,-11.454625645407726,-15.394414092444944,-9.083207652927596,-13.80874428600859,-8.294061299215185,-14.892630732878844,-8.73921748228523,-13.502489864704572,-7.262419986760854,-13.555999920825752,-6.9435272559169565,-16.062068494764635,-7.656394432098928,-15.966240538678704,-10.667068272166606,-15.565220725108777
421,-2.4862348225519764,-13.704838821726643,-10.275328418259242,-19.0170233361618,-11.748972871742087,-19.178843760218488,-13.21234389149037,-19.91461141419915,-8.61211919463273,-15.558554909309121,-7.538627333676235,-13.554362033617657,-10.021384151280348,-15.941348305631038,-5.394330391135095,-13.171737292826043,-8.009413342845663,-13.120024641869012,-7.751180720600549,-15.19240876646824,-9.82347774238023,-19.50662221720531,-10.702542681562102,-19.332658143970004,-7.410591887232619,-15.062033900320097,-9.464529058854067,-16.258511794506642,-8.383706629414627,-13.764971493747867,-10.24131715161067,-13.405628709018417,-8.991342631264459,-14.016199668429515,-7.6634504462907085,-12.52151441093303
422,-4.9661629087382515,-13.355575052188218,-9.692347743067154,-19.381747349763458,-12.68700104038897,-19.306177609874833,-11.991360278005583,-17.91667830572254,-9.361667202966187,-13.306979402073766,-8.052491395043779,-12.925522048770802,-7.620626155346114,-13.356346941502846,-5.706253577528237,-13.485995948611043,-6.248845934259835,-13.242756970902029,-7.697371121883315,-13.983165999911177,-10.491881331711284,-16.00331189893565,-10.34671316940707,-17.39916082498058,-10.409608921927347,-14.729104238601575,-11.144212857267418,-15.190382375711184,-8.424972203642643,-13.742137647584187,-9.33631201369407,-14.925744687239169,-9.462486924757364,-14.870620130028176,-7.803345350311686,-16.411248531783297
423,-3.8369165436846875,-10.268624885630597,-7.496800552845858,-18.08991626034323,-7.487400542753831,-15.106224630763442,-8.494644819882321,-16.186951695645867,-8.171491492014106,-12.656593545134546,-6.699733852020508,-10.907700393011941,-7.917858628708958,-13.75120881384245,-4.294233019523175,-12.307644484047389,-6.500150678586011,-12.46487235965358,-5.268033334435023,-11.747113145110164,-8.212161459780983,-13.524251228227426,-5.769637787636589,-14.286101975558259,-7.345351223179854,-12.264198715624339,-9.920130305367493,-15.008184594065511,-2.7082191864543232,-11.066148760247291,-5.2349451696815645,-13.071726394036848,-5.387373921229804,-10.497637724289383,-7.368572984710298,-12.701070068374865
424,-6.712891713265519,-13.141585523555603,-7.411201550748043,-15.89041978956294,-6.857978986057497,-13.129358763824294,-9.564845106340389,-16.93190287551047,-8.473089094575872,-15.140648899274378,-8.735196555788313,-13.409050655434697,-10.596267680098173,-14.797377728418201,-5.033556714083181,-13.049727273841437,-8.326815650115163,-15.377605113935335,-7.025291726673091,-13.872939540006575,-9.498854903470848,-16.816417355418682,-10.279781971293563,-14.76719441277039,-6.412207349146853,-14.703887641319032,-9.971546946362398,-14.747982043976078,-5.142676690642705,-13.239691733721452,-6.831075507759413,-14.105024837198316,-7.915834098348132,-12.557205374922853,-8.719028066108418,-15.399831495332975
425,-5.818958218989859,-10.519627416862669,-7.693085750212104,-13.66243756521986,-7.869137818448123,-14.6884289736794,-7.4181638418238,-15.886894155632296,-7.050697237626506,-13.497121988332726,-5.594184253607816,-11.429082925556546,-9.150483500937092,-13.549387232499798,-4.851714422943967,-12.988039773862372,-5.278719928192045,-13.746491451605532,-7.597909855183699,-14.70620987978257,-9.869731323728253,-15.281539200353443,-10.166271765311329,-15.420494244738098,-6.542249996193633,-13.992622134416052,-7.128440850648339,-13.83521281897372,-4.716928139615602,-9.934782488543215,-6.639199683395209,-14.023629166636038,-7.019741085463652,-11.682779672376585,-8.136627382607136,-14.627237817211737
426,-9.153020178642002,-11.810254777419775,-7.008260183192888,-15.02498705520817,-10.333710742652471,-14.199301694571956,-9.404999447609303,-15.337858241541326,-6.78393215026751,-11.840414225244349,-5.787072598026562,-11.964364637730727,-7.762975057681576,-14.39535992366806,-5.200248355459039,-11.643117723277241,-5.94272747613525,-12.312138284540639,-8.396578813223964,-13.093576607492277,-6.259514736630397,-14.322962703308434,-10.18979678918802,-14.664950525982597,-7.157205008302057,-14.664583004414917,-5.651671062206182,-12.811861506155191,-7.377472064041597,-11.806828979073396,-7.529858260150658,-13.282692077490525,-5.69054598257262,-12.58154390029195,-7.702961246907483,-16.391450204971015
427,-9.064312247811896,-14.089016588932836,-8.66788620450454,-12.87515394485779,-8.274477809014625,-13.709576319675534,-9.323856142992707,-16.481530332335605,-7.60698689612558,-11.829578720997507,-7.738053794266104,-13.568214579958887,-7.711890864770387,-15.632492395918867,-7.715059749747834,-14.255827542234677,-7.735533477120956,-14.137086909657528,-8.010325362078493,-12.326794788255862,-8.640691702608986,-15.045435312957892,-8.848340793050713,-13.716774603510784,-7.583143111862007,-14.147784056729758,-8.112623724387912,-16.596019110182343,-6.8517178986378005,-13.293714307738192,-6.667785865048238,-15.008821266902048,-9.647373445747425,-12.923260150504978,-9.605604747845927,-14.92822138245983
428,-7.474329532896988,-13.38303239798636,-9.460912869191883,-13.956352155852151,-9.220826498031046,-12.931431063747471,-10.17345833209671,-13.885156075901463,-7.59702369854296,-14.49044654424326,-6.7312828737474915,-12.717864329673343,-7.300293417192901,-13.976472820377762,-8.013682473003746,-10.844874596404178,-7.858950312209798,-12.389706560002022,-8.210556455639404,-13.563979189335573,-8.65221359554858,-13.682649043074893,-10.350027036916945,-12.506510131700734,-10.137029326401892,-14.333774271699578,-8.492160402941018,-14.464242214143674,-8.81761340226498,-12.969861686597781,-9.465943043551956,-14.5004785272565,-9.578315197204985,-11.846234890248189,-8.407698208565739,-14.930256921755973
429,-5.881143147031926,-13.95265473178841,-8.872942812908546,-18.28102398388448,-10.543016573270535,-17.551874908193003,-10.267694901020725,-18.03852034811888,-8.503713489504054,-16.8558508192492,-6.537812804359565,-15.645312188082286,-11.82151077115565,-17.935174136527287,-7.100362648919432,-14.08195899275052,-10.662627515301947,-15.615074142514853,-10.795801118963677,-15.835685586311413,-8.49943972185224,-17.41454204684239,-7.569953898760566,-15.393676859271466,-9.690956341556163,-17.76081053402064,-9.37664018491729,-13.941643458730242,-6.058784717328393,-13.542780939707859,-9.54085452078684,-16.249978386504882,-8.83722903470161,-14.70276807582168,-8.755123761622603,-14.92672754937169
430,-7.423748587726112,-15.747497773424852,-9.542834095772465,-14.389699641177652,-9.806258886527873,-17.862156435263906,-11.359873722749397,-18.088176455571112,-8.677469422908668,-16.223425106344504,-6.949148130718821,-14.840851420266263,-11.09669919164186,-14.578181618248768,-6.557740973106496,-13.33168100231111,-12.128061592262732,-14.843730486085065,-11.462111505322474,-15.8606300621184,-9.120733919750876,-16.659550739634703,-10.197582489799842,-17.340551206602306,-10.87144914787231,-17.728385168287225,-10.622170424721691,-16.051506746998893,-8.547079820148939,-15.676791396179038,-11.53497698299285,-16.912532287940643,-9.514044530954939,-15.792007471045757,-9.9212915745537,-17.464412744395513
431,-4.749955970437539,-13.462542219732924,-5.3449917704148415,-15.149884507680964,-8.904643871465037,-14.857298191171768,-6.976489449383264,-16.1353846664111,-7.613146427001761,-10.465614730038945,-6.946729322627156,-11.441385451606925,-8.972629242495099,-12.434144011621505,-5.535983567075274,-12.740561409674259,-9.358297094182946,-11.487638776879061,-7.611292647194139,-13.243029560123746,-6.748094587885586,-11.146986331929838,-8.973510495294505,-12.165984303384455,-9.585355778056819,-14.785057472547354,-8.668666296723305,-14.118188583974277,-8.667996685239176,-12.246391518117674,-8.67158502707626,-15.476335988234096,-9.295598216243667,-15.817593181362673,-9.664982827347998,-15.819620910156015
432,-8.198201852473106,-17.040941190215992,-9.014644947257132,-16.520509367676958,-8.138867981720127,-15.835281562268609,-10.88405242976373,-18.5142652884399,-6.354240143914922,-12.878502306471331,-8.576450058849199,-13.891727921178747,-10.47581513370741,-14.20343651898217,-9.409720486501726,-13.54024059411911,-8.198309128750491,-13.672664397020725,-8.697622905749325,-14.295433101514652,-9.160758601264039,-14.303239200545166,-13.219539184603214,-16.229017857635263,-10.544811796833658,-13.587534106825316,-9.232997534019564,-18.814346036253905,-10.90072995298051,-14.904467577008592,-11.920642739913937,-19.055701294809626,-9.160812745101541,-18.07541975028482,-12.617818389062126,-17.274408090855896
433,-5.222553238554198,-15.172090135974427,-7.765603428954883,-13.85568988888269,-6.142739790827836,-12.329786781602248,-7.500242416035519,-14.196293135636633,-4.65813640323093,-13.683489249754006,-6.179075140068324,-13.666307956402617,-7.202480819362648,-11.951343399625966,-10.017746677656259,-11.8074689104518,-8.935779709725127,-15.292712470015532,-5.006497503637439,-13.328441311763612,-8.145293984378055,-12.869529578062282,-9.56358686638927,-12.499913691534923,-10.262967519269026,-11.060283619886505,-8.072188494031524,-14.406194376768065,-9.568581876950335,-11.272454498968546,-7.799809791155146,-17.095884958817155,-9.345714642242509,-14.379996099884384,-7.686526949015942,-16.030457726736014
434,-6.4850761487877175,-14.603463296456834,-7.440860873623919,-15.444533515127938,-8.888260640937824,-14.259697504548953,-8.201288279144606,-14.891785799987062,-7.898699889200299,-14.357387793426799,-7.549046520597336,-11.489048222295668,-8.399596221812693,-14.046542568396942,-10.35917572664912,-13.41314748843441,-9.392850448566566,-15.407307595647461,-7.438618440986046,-15.770491421492705,-9.479930002861694,-15.32167056348225,-9.022456831280252,-16.276406369847894,-9.862171137834824,-15.113672443274114,-8.186201089459422,-16.503016271573113,-10.164899265295853,-15.345771365830467,-9.796009241985889,-17.085309554913223,-9.825729093237607,-16.788446090829698,-9.53661160110096,-17.107286073989766
435,-6.089569440423413,-15.11741008047877,-7.556359055965825,-13.993271102499577,-9.76642055711312,-12.58168124606092,-9.36532830693693,-14.402337716631173,-9.668718803005769,-13.192227463196275,-7.366062671284831,-13.389876271850794,-7.046667276850167,-15.47133743202674,-8.2365744365313,-11.292609152295867,-7.679497090879788,-13.225575748502695,-8.682029849576626,-13.24641488103664,-9.827325277442071,-14.733653600503512,-8.578513384182338,-15.467097144582251,-8.660858360706653,-14.428421464447336,-8.228690942863741,-17.100621517075915,-7.458898195866265,-14.698199629021534,-8.98598687390455,-16.762071214444134,-7.34260527528975,-14.758221522836791,-9.985834961673897,-16.414696730246504
436,-8.612349563582246,-14.10474111155445,-8.696057459616638,-15.193664373355203,-8.734847138442834,-16.08234617751644,-7.631015945266388,-12.612067020979472,-8.930303556290664,-10.948093082259954,-6.381036908277366,-14.391186227222319,-7.868142075344248,-11.723343178157693,-6.471743727130958,-12.002051744763838,-7.57798436778613,-14.2011924939551,-6.0750759950438225,-13.351548596686044,-7.501390613559477,-12.504984870814917,-11.996673832531798,-13.97805917408817,-8.512789877684524,-15.363525840220003,-10.674595983103153,-13.738681048119396,-7.363183880382617,-14.013312217493334,-12.33057169490888,-17.903178386326974,-8.478529206358862,-15.508019934926839,-9.676941379747468,-16.17342523205088
437,-9.314560909029,-14.736587639096365,-9.667159920214218,-16.593203591249118,-10.198922169721527,-16.668025411375,-9.22893916937201,-16.59695679060566,-7.86933275489929,-13.434466805283398,-9.400852325758194,-13.77835504781104,-8.899255783529567,-16.373088042239143,-8.790277178404466,-13.614568669757654,-7.4365575583839565,-14.347165956505734,-7.976124583449568,-15.08578690906141,-10.381020848626507,-15.047170701328143,-10.114907019449998,-16.346293671476936,-10.372806482072674,-14.5680796733388,-10.438984948916046,-14.942173176603504,-8.663594870054025,-14.287832068593351,-11.493113195257473,-18.898398507542478,-12.449158111889705,-16.29788541455772,-10.964696183640072,-18.441744665618366
438,-9.204642301887825,-14.706869061494244,-11.267368952459464,-15.890871529897382,-11.033499945316729,-15.813767322195382,-11.4587578870701,-16.946351120090448,-9.397521676005782,-14.565839835945585,-10.396545438859414,-16.274588958744932,-9.852197740568428,-16.6255536809832,-9.740991855580045,-15.778768587597389,-9.361249602032395,-15.332982079908305,-9.892357013452258,-16.88793510130585,-11.504900620086271,-16.185349786125162,-11.392934212121755,-16.121981183398006,-9.287499273743226,-14.927275161428351,-10.845264728705818,-15.164253956934282,-9.61041198761948,-15.704893564827922,-11.020847162540369,-16.92042158054974,-11.38550444548689,-15.568945522147796,-11.075643999517089,-18.7282489147462
439,-8.599944674229672,-13.428192504251157,-8.35231511856494,-13.884147533294627,-10.587629863414612,-13.08620650868611,-9.124814446761814,-11.608880367306337,-6.930894972140386,-12.455638693947071,-8.464716615709268,-11.180684639753176,-6.848534981981945,-14.5732337861614,-8.351620818383468,-12.580677710626667,-5.4630363818017456,-13.942106199456898,-8.06939365605344,-13.727948475557328,-8.896085660886456,-15.7387944131459,-10.954169292975099,-14.570779014893372,-9.263697136897676,-17.08695817121224,-8.883355697604701,-17.232740337240642,-9.861117233626008,-13.247194262683363,-9.07642815946055,-14.941309339171786,-7.569541190299166,-16.05519489294266,-8.478114140949856,-11.871112392081677
440,-9.182137004338273,-14.594456349040254,-9.794374220094415,-13.59902743662122,-7.885141397506889,-12.914714914487167,-6.155919634730525,-13.561323926365123,-6.454516153213854,-12.510545890979063,-6.399567408002039,-10.816773282798863,-5.708679443410411,-12.271618647907683,-7.161678904859476,-12.636616961292926,-8.938478692009397,-12.455228204095945,-8.036721891372157,-12.04742157297154,-7.069949497018394,-13.182785498589846,-10.067513587125314,-12.930336547939573,-6.646133978696419,-11.905515920335494,-7.829224422021914,-15.443473806661121,-5.749745503400947,-14.46255794801386,-8.00730622032194,-14.950492979383636,-8.996902636354122,-15.04022710808144,-9.560709124150247,-15.363172057641323
441,-7.821563529609394,-14.653082189075938,-6.867288479989842,-13.277483141301744,-9.93453307240388,-13.00541553063277,-7.489683560407025,-13.676996231692456,-6.8259485107059215,-10.93028347435919,-6.329938000814675,-12.575594271817977,-6.920701868839582,-16.309526117726826,-6.042870963581818,-11.598531930504512,-5.429301654146103,-13.944525764816438,-8.315870867229627,-12.870514405400028,-8.649536170125682,-12.179876223992887,-8.484441526314946,-14.27892825379307,-8.123647218012987,-11.717808189645023,-9.00732310379066,-16.33652748572154,-9.339334231416283,-14.656137399333373,-8.058682945406549,-16.406279740860644,-6.922428343538842,-15.76128541429346,-9.323212343234097,-14.710746079444801
