farm_id,crop_type,area_ha,npix_full,npix_core,ring_frac,no_interior,buffer_level,health_index,health_core_only,health_matched_random,level_ring_minus_core_db,cv_full,cv_core,on_attention_list,stays_core_only
396,Cotton,0.1352313505241906,28,11,0.6071428571428572,False,0,57.74,55.45,55.7,,,,False,False
397,Cotton,0.1874663135430153,44,22,0.5,False,0,57.74,55.45,55.7,,,,False,False
398,Cotton,0.0895022850057635,14,0,1.0,True,0,57.74,55.45,55.7,,,,False,False
399,Cotton,0.0663007984793627,7,0,1.0,True,0,57.74,55.45,55.7,,,,False,False
400,Cotton,0.0665568876974908,9,0,1.0,True,0,57.74,55.45,55.7,,,,False,False
401,Cotton,0.075503484120892,10,0,1.0,True,0,57.74,55.45,55.7,,,,False,False
402,Cotton,0.1147239548183838,20,1,0.95,False,0,57.74,55.45,55.7,,,,False,False
403,Cotton,0.1138478329458833,21,5,0.7619047619047619,False,0,57.74,55.45,55.7,,,,False,False
404,Cotton,0.139267666591027,24,6,0.75,False,0,57.74,55.45,55.7,,,,False,False
405,Cotton,0.0494787589120025,5,0,1.0,True,0,57.74,55.45,55.7,,,,False,False
406,Cotton,0.1228598942750505,24,6,0.75,False,0,57.74,55.45,55.7,,,,False,False
407,Cotton,0.1773483031430975,38,14,0.631578947368421,False,0,57.74,55.45,55.7,,,,False,False
408,Cotton,0.1758786606699972,37,14,0.6216216216216216,False,0,57.74,55.45,55.7,,,,False,False
409,Cotton,0.0896289367019814,19,6,0.6842105263157895,False,0,57.74,55.45,55.7,,,,False,False
410,Cotton,0.1209058739095106,24,8,0.6666666666666667,False,0,4.9,5.28,4.07,5.131,1.9014092876171,2.6457513595622455,True,True
411,Cotton,0.0998596373453189,11,0,1.0,True,0,57.74,55.45,55.7,,,,False,False
412,Cotton,0.1512283896605371,31,12,0.6129032258064516,False,0,57.74,55.45,55.7,,,,False,False
413,Cotton,0.1146565708858193,19,1,0.9473684210526316,False,0,57.74,55.45,55.7,,,,False,False
414,Cotton,0.0840443904075514,8,0,1.0,True,0,57.74,55.45,55.7,,,,False,False
415,Maize,0.0900858260800494,10,0,1.0,True,0,66.19,68.75,67.14,,,,False,False
416,Cotton,0.1069232413880061,21,5,0.7619047619047619,False,0,57.74,55.45,55.7,,,,False,False
417,Cotton,0.0933179088006988,16,4,0.75,False,0,57.74,55.45,55.7,,,,False,False
418,Rice,0.0780034485237215,12,0,1.0,True,0,59.21,52.9,53.14,0.0,0.3584407410129035,0.3584407410129035,False,False
419,Cotton,0.187999441704919,44,22,0.5,False,0,42.54,39.44,47.86,1.247,0.5637805622800848,0.49928604469642596,False,False
420,Maize,0.1190419878866117,24,9,0.625,False,0,37.76,29.88,33.92,-0.003,0.5020645728657356,0.5020999438546514,False,False
421,Groundnut,0.1307876963301807,28,11,0.6071428571428572,False,0,24.79,8.11,39.56,0.252,0.5515030454589528,0.6692691259227846,True,True
422,Bajra,0.2617540848663456,66,37,0.43939393939393945,False,0,63.2,63.39,60.07,0.494,0.4270997106968253,0.37857408625693206,False,False
423,Maize,0.1273410501554589,22,2,0.9090909090909091,False,0,47.29,57.32,39.34,-1.393,0.4897837493897013,0.5021716154741662,False,False
424,Groundnut,0.1231783903473832,21,0,1.0,True,0,51.63,47.56,49.16,0.0,0.4665471839350866,0.4665471839350866,False,False
425,Cotton,0.1831811562379054,43,20,0.5348837209302326,False,0,54.49,40.77,52.44,0.36,0.4477594019538354,0.5058849535468374,False,False
426,Groundnut,0.0972574889193448,18,4,0.7777777777777778,False,0,73.82,62.02,77.04,1.572,0.3889932089095758,0.2901993124647197,False,False
427,Groundnut,0.1821130129321728,43,21,0.5116279069767442,False,0,56.4,64.11,59.57,-1.093,0.4087999234948408,0.4081623633749898,False,False
428,Groundnut,0.1724722811208963,40,19,0.525,False,0,54.77,27.84,66.35,0.577,0.3834881064571078,0.4864789801714696,False,False
429,Cotton,0.1065567867081176,18,0,1.0,True,0,63.63,58.58,58.27,0.0,0.4187395004799731,0.4187395004799731,False,False
430,Cotton,0.0989364261380969,13,0,1.0,True,0,50.47,47.64,44.33,0.0,0.3306293942104397,0.3306293942104397,False,False
431,Cotton,0.1410992926610027,27,7,0.7407407407407407,False,0,31.85,37.14,36.0,0.676,0.5185973800043351,0.4162974513271901,False,False
432,Bajra,0.1131706324664488,21,6,0.7142857142857143,False,0,68.05,42.91,66.7,-0.433,0.2979212044624832,0.3260152520121445,False,False
433,Groundnut,0.1352923248489435,28,9,0.6785714285714286,False,0,35.84,14.6,67.49,0.525,0.5133882519646431,0.5795339274651276,False,True
434,Cotton,0.1227351169267869,25,9,0.64,False,0,53.04,62.9,57.08,0.996,0.4358564303954322,0.32770976615629455,False,False
435,Bajra,0.0741918320125327,10,0,1.0,True,0,84.55,80.34,81.19,0.0,0.3073980981420364,0.3073980981420364,False,False
436,Cotton,0.1186127164251362,21,3,0.8571428571428572,False,0,33.02,70.62,45.7,1.465,0.5601728661252429,0.21574463688199427,False,False
437,Cotton,0.1306669443564322,25,6,0.76,False,0,49.48,57.4,51.79,1.403,0.4528619292791963,0.2898941897415125,False,False
438,Cotton,0.1448332909927037,28,8,0.7142857142857143,False,0,61.47,58.25,70.42,-0.105,0.3412052595965687,0.3457598654502229,False,False
439,Maize,0.1010327358234228,18,5,0.7222222222222222,False,0,70.16,42.44,96.55,0.75,0.4275551498576944,0.5626502106327298,False,False
440,Cotton,0.1513593903421214,32,15,0.53125,False,0,30.9,44.06,30.0,-2.088,0.5707075635356215,0.520911133742196,False,False
441,Groundnut,0.0752466385374019,11,1,0.9090909090909091,False,0,81.75,76.61,74.88,0.073,0.3102986743596354,0.3102986743596354,False,False
442,Groundnut,0.145268003031462,30,11,0.6333333333333333,False,0,48.74,71.61,50.0,0.1,0.491047972808978,0.327111746485583,False,False
443,Bajra,0.2685436355180668,67,37,0.4477611940298507,False,0,60.9,57.53,50.14,-0.314,0.381778026896624,0.40664046282471894,False,False
444,Rice,0.4904839466247684,143,102,0.28671328671328666,False,0,2.43,2.28,2.28,4.014,2.2210248617043837,3.2026429850497857,True,True
445,Rice,0.3252314726123673,87,56,0.3563218390804598,False,0,24.94,57.68,17.53,0.773,0.6486824054927082,0.41725829416428845,False,False
446,Cotton,0.3153823649757301,84,52,0.38095238095238093,False,0,4.9,5.28,5.89,1.525,2.3120375177866648,2.121475505291102,True,True
447,Cotton,0.1706812611493622,37,13,0.6486486486486487,False,0,38.92,55.45,55.7,,,,False,False
448,Cotton,0.121957644637218,23,4,0.8260869565217391,False,0,57.74,55.45,55.7,,,,False,False
449,Cotton,0.0889376568097096,11,0,1.0,True,0,57.74,55.45,55.7,,,,False,False
450,Cotton,0.1030874091253543,15,0,1.0,True,0,57.74,55.45,55.7,,,,False,False
451,Cotton,0.1712863025543503,41,18,0.5609756097560976,False,0,57.74,55.45,55.7,,,,False,False
452,Rice,0.1099288989404731,16,0,1.0,True,0,5.84,3.29,4.96,0.0,1.3327538601176143,1.3327538601176143,True,True
453,Cotton,0.1167168704508762,21,2,0.9047619047619048,False,0,3.77,33.99,65.91,,1.419025638399175,,True,False
454,Bajra,0.3054868557778105,80,49,0.38749999999999996,False,0,44.96,43.89,41.79,1.143,0.4616062132032549,0.39576054454320675,False,False
455,Bajra,0.1099937996052906,21,6,0.7142857142857143,False,0,50.26,49.17,96.71,0.468,0.3900834430275279,0.37830073100966954,False,False
456,Cotton,0.1227482566561767,25,8,0.6799999999999999,False,0,39.34,34.75,61.26,0.205,0.6018741229629747,0.6039962906114689,False,False
457,Cotton,0.1016183650017705,16,0,1.0,True,0,31.19,29.5,30.25,0.0,0.5890872285422741,0.5890872285422741,False,False
458,Cotton,0.1062084710291445,19,1,0.9473684210526316,False,0,33.27,31.93,30.8,-0.122,0.4793875013336388,0.4793875013336388,False,False
459,Rice,0.1706364841076529,31,2,0.935483870967742,False,0,30.49,49.99,95.94,-1.62,0.4304555631572348,0.39213697317956325,False,False
460,Groundnut,0.0800586046246009,10,0,1.0,True,0,86.28,81.08,81.16,0.0,0.3446356200721245,0.3446356200721245,False,False
461,Rice,0.1745334382426218,38,17,0.5526315789473684,False,0,59.01,67.9,53.61,-1.308,0.4612280796366504,0.4282761469018269,False,False
462,Maize,0.177026733048418,41,20,0.5121951219512195,False,0,60.3,50.0,50.2,,,,False,False
463,Rice,0.0913840449500568,16,2,0.875,False,0,2.28,55.43,55.08,,1.8247214097140323,,True,False
464,Cotton,0.256712414809108,64,35,0.453125,False,0,57.74,55.45,55.7,,,,False,False
465,Cotton,0.2917391167715356,75,44,0.41333333333333333,False,0,57.74,55.45,55.7,,,,False,False
466,Bajra,0.2698876320493243,66,35,0.4696969696969697,False,0,53.56,45.5,51.57,0.886,0.4350900947011547,0.40376374054283504,False,False
467,Groundnut,0.2922226121952749,80,49,0.38749999999999996,False,0,49.86,48.09,53.08,0.396,0.4472369330049673,0.426881786093829,False,False
468,Rice,0.0911195235807055,15,3,0.8,False,0,45.84,72.1,91.06,2.533,0.4864673424777452,0.20283809472016812,False,False
469,Cotton,0.2402989172515131,63,35,0.4444444444444444,False,0,50.95,56.98,50.67,-0.556,0.4081973084937484,0.362117917522049,False,False
470,Cotton,0.1606899894870283,35,15,0.5714285714285714,False,0,55.81,53.05,48.18,0.226,0.3927565287209072,0.3975531044330647,False,False
471,Cotton,0.1856188783839298,42,19,0.5476190476190477,False,0,62.02,75.93,56.42,-1.245,0.4940302929605984,0.3759859353547247,False,False
472,Cotton,0.18878809722125,45,22,0.5111111111111111,False,0,40.1,41.52,51.5,-0.881,0.5384549416113289,0.5465725603267302,False,False
473,Bajra,0.1430337150801233,23,3,0.8695652173913043,False,0,68.74,87.54,41.51,0.4,0.3742040814614353,0.17179395362565622,False,False
474,Cotton,0.0963185488537208,16,3,0.8125,False,0,16.22,44.13,46.23,-0.899,0.7336985573563337,0.637649772578775,True,False
475,Rice,0.0917433134354056,16,2,0.875,False,0,9.43,66.42,32.14,1.014,0.7053406968272714,0.1549160262920096,True,False
476,Groundnut,0.0867593207062643,13,0,1.0,True,0,52.99,48.11,51.42,0.0,0.5007700791769557,0.5007700791769557,False,False
477,Bajra,0.0795514990984142,12,0,1.0,True,0,3.13,3.06,3.2,0.0,0.5595822570181456,0.5595822570181456,True,True
478,Bajra,0.0839916335803564,12,0,1.0,True,0,66.07,60.06,65.99,0.0,0.4743885768749111,0.4743885768749111,False,False
479,Bajra,0.1380084472045846,26,5,0.8076923076923077,False,0,54.82,65.13,66.25,0.083,0.4089188131490165,0.4177427728628426,False,False
480,Groundnut,0.1001175208381452,18,2,0.8888888888888888,False,0,58.98,80.34,67.74,0.854,0.4189526604832037,0.18789525352851744,False,False
481,Bajra,0.2403069130365946,60,33,0.44999999999999996,False,0,52.85,44.12,47.51,1.2,0.4916358845765201,0.45455177987584455,False,False
482,Cotton,0.044650843468584,5,0,1.0,True,0,59.9,55.22,55.0,-0.0,0.4786661323155097,0.4786661323155097,False,False
483,Maize,0.0432005622432614,4,0,1.0,True,0,34.17,27.55,32.85,0.0,0.6388035793681092,0.6388035793681092,False,False
484,Cotton,0.1930456949426987,45,22,0.5111111111111111,False,0,40.54,45.28,40.3,-0.938,0.5326042898935192,0.4786141938601769,False,False
485,Cotton,0.2791231881668802,63,26,0.5873015873015873,False,0,30.48,28.81,29.81,-0.405,0.5383383794719353,0.543424483767889,False,False
486,Rice,0.1676648984824417,38,16,0.5789473684210527,False,0,66.87,46.4,50.3,0.114,0.4207024977965734,0.44552018325499854,False,False
487,Bajra,0.1412971222008638,31,13,0.5806451612903225,False,0,20.72,7.31,32.55,1.39,0.5580411068223267,0.6206075951272877,True,True
488,Groundnut,0.096307335907597,16,3,0.8125,False,0,45.54,20.58,65.66,-0.331,0.4970118950368131,0.6085042659120271,False,True
489,Bajra,0.0804609686412166,14,3,0.7857142857142857,False,0,49.47,20.99,55.64,1.769,0.4246123815459364,0.41960109761705394,False,True
490,Groundnut,0.0923559261789525,16,2,0.875,False,0,55.62,85.65,47.23,-0.639,0.3390416939480419,0.019650921395493254,False,False
491,Bajra,0.1762386218897898,38,15,0.6052631578947368,False,0,66.29,76.84,66.07,-0.556,0.3431458610545495,0.29673483820743224,False,False
492,Cotton,0.1181822677593686,21,7,0.6666666666666667,False,0,46.95,28.46,60.87,0.424,0.4779110307053715,0.5817196786329168,False,False
493,Cotton,0.1160567113296273,24,9,0.625,False,0,62.14,55.03,51.51,-0.442,0.383773956129652,0.4467615694511019,False,False
494,Cotton,0.1644427004074185,35,14,0.6,False,0,36.8,36.81,40.58,0.066,0.4688359315494496,0.46506436567020215,False,False
495,Bajra,0.1089236851216604,21,8,0.6190476190476191,False,0,27.58,67.04,30.73,-1.485,0.537092327173493,0.34768057124786955,False,False
496,Cotton,0.1629603049676952,36,15,0.5833333333333333,False,0,38.93,34.88,40.38,1.306,0.5059249274949527,0.5184840969751315,False,False
497,Cotton,0.1806301414067923,41,20,0.5121951219512195,False,0,53.28,49.4,51.82,0.256,0.3735933930925516,0.3338385363161793,False,False
498,Bajra,0.1602551624910886,36,16,0.5555555555555556,False,0,79.12,75.43,85.83,-0.163,0.367880741891608,0.3449648563826958,False,False
499,Bajra,0.1336757797223952,27,10,0.6296296296296297,False,0,36.33,51.45,74.61,0.358,0.3963742165631931,0.2847275549196421,False,False
500,Groundnut,0.1377554802401774,29,11,0.6206896551724138,False,0,79.22,64.84,72.91,0.945,0.4125174748292399,0.4160444495564913,False,False
501,Cotton,0.1471149749475219,31,12,0.6129032258064516,False,0,44.51,41.0,42.82,0.584,0.4534624461021676,0.45749867515677534,False,False
502,Cotton,0.1344802344217112,29,10,0.6551724137931034,False,0,24.37,33.84,26.54,-0.749,0.5143382375301757,0.4855870567485118,True,False
503,Bajra,0.2026347051363618,48,23,0.5208333333333333,False,0,50.0,53.46,54.09,-0.732,0.5617084540398474,0.5780253866099965,False,False
504,Cotton,0.1511967240891229,33,13,0.6060606060606061,False,0,33.65,57.37,38.22,-0.565,0.5283691659003243,0.3352552190832986,False,False
505,Bajra,0.1015830987330794,18,5,0.7222222222222222,False,0,62.69,84.04,41.54,-0.409,0.3199604398019381,0.1574154083595964,False,False
506,Bajra,0.1007333501969106,20,7,0.65,False,0,33.98,60.5,52.52,-2.324,0.5030944168045456,0.3885529830436011,False,False
507,Bajra,0.1492172537858076,26,2,0.9230769230769231,False,0,40.92,97.72,2.28,-0.166,0.5080211966908869,0.03146061191309712,False,False
508,Bajra,0.2176167412887505,52,25,0.5192307692307692,False,0,43.62,54.0,38.2,-0.95,0.442321728907447,0.41608023623433726,False,False
509,Bajra,0.1657768055223072,37,16,0.5675675675675675,False,0,53.66,54.15,59.95,0.739,0.4234707078068861,0.3458580217390165,False,False
510,Cotton,0.1223672355262345,24,7,0.7083333333333333,False,0,52.75,54.22,64.02,0.64,0.3578922902407271,0.2643153956965516,False,False
511,Maize,0.3306555545046636,92,59,0.3586956521739131,False,0,47.93,42.96,44.34,-0.435,0.5195993219323841,0.5268918610670635,False,False
512,Cotton,0.2586701865126444,67,39,0.417910447761194,False,0,28.7,29.83,24.34,1.438,0.5741401556392777,0.47923945516946637,False,False
513,Bajra,0.195207576854954,46,21,0.5434782608695652,False,0,30.08,48.66,44.2,0.364,0.5496762937650389,0.41265975643796604,False,False
514,Groundnut,0.1849479099757573,42,19,0.5476190476190477,False,0,27.11,19.43,26.35,0.581,0.6147766071211457,0.6273536225364,False,True
515,Cotton,0.1123791051336908,17,0,1.0,True,0,21.65,21.4,21.05,0.0,0.5832349859118001,0.5832349859118001,True,True
516,Bajra,0.2840670729549926,73,42,0.4246575342465754,False,0,39.4,44.35,48.63,-0.213,0.4300637008217461,0.3861687122458433,False,False
517,Cotton,0.0792446906230123,14,3,0.7857142857142857,False,0,67.64,74.53,59.92,-0.886,0.4719698762061559,0.33768241174218755,False,False
518,Bajra,0.0656999065572408,10,0,1.0,True,0,82.63,78.43,80.0,0.0,0.3145268770611031,0.3145268770611031,False,False
519,Cotton,0.5447215477813234,159,117,0.26415094339622647,False,0,33.77,37.49,31.34,0.889,0.5985449682425231,0.5250271312378224,False,False
520,Cotton,0.8513127096240398,273,214,0.21611721611721613,False,0,37.54,35.63,34.83,0.331,0.4515265303500562,0.4503249682593993,False,False
521,Cotton,0.2473291007450734,63,37,0.4126984126984127,False,0,38.06,34.95,41.15,-0.496,0.4664077336250499,0.49107160489326396,False,False
522,Cotton,0.2516121697178553,65,39,0.4,False,0,30.94,29.06,32.09,0.826,0.5061326195866186,0.49729448021507844,False,False
523,Cotton,0.1652413273952201,24,0,1.0,True,0,35.56,34.06,32.13,0.0,0.504329625560277,0.504329625560277,False,False
524,Groundnut,0.8612989626456616,254,178,0.2992125984251969,False,0,42.22,37.66,41.56,0.58,0.4962094359793573,0.48455894349477074,False,False
525,Bajra,0.2599311903897489,67,38,0.4328358208955224,False,0,88.18,91.65,87.24,-0.203,0.4068799799315621,0.36187562988127425,False,False
526,Groundnut,0.2431002338182946,61,33,0.4590163934426229,False,0,51.29,57.08,49.13,-0.447,0.4344679987195675,0.40560929496490017,False,False
527,Groundnut,2.500848576841335,879,773,0.12059158134243464,False,0,31.62,31.15,29.75,0.788,0.45904268908111,0.44265963723680546,False,False
528,Groundnut,0.9825433740373588,316,248,0.21518987341772156,False,0,23.3,39.65,22.34,0.814,0.5871614103984166,0.45752080072590695,True,False
529,Cotton,0.4940634585001887,147,103,0.29931972789115646,False,0,37.22,35.45,32.86,0.308,0.4726101381210137,0.46634477819219766,False,False
530,Groundnut,0.3696380340553226,104,70,0.32692307692307687,False,0,6.01,32.78,8.27,1.174,0.9363115319294965,0.5040091516813069,True,False
531,Groundnut,0.1038161631747896,18,5,0.7222222222222222,False,0,70.4,82.96,43.61,0.231,0.4457105850479513,0.24305930651069046,False,False
532,Maize,0.1329832284225276,25,8,0.6799999999999999,False,0,56.66,81.17,58.76,-2.057,0.5213484866476754,0.43079209420345,False,False
533,Cotton,0.2415115627003901,60,33,0.44999999999999996,False,0,64.27,54.97,59.9,-0.144,0.4385428270732536,0.4714696955481365,False,False
534,Bajra,0.1886608496676608,45,23,0.48888888888888893,False,0,45.37,44.06,43.72,0.14,0.4448837688659366,0.41799817323475263,False,False
535,Cotton,0.1765557253714162,35,9,0.7428571428571429,False,0,29.38,38.66,32.94,0.499,0.4905629451913633,0.348201830464748,False,False
536,Groundnut,0.0404355468667854,3,0,1.0,True,0,91.3,87.01,85.51,0.0,0.278953315054165,0.278953315054165,False,False
537,Groundnut,0.0439521715472426,5,0,1.0,True,0,20.61,20.69,20.43,0.0,0.4701889613083139,0.4701889613083139,True,True
538,Bajra,0.0413056002289738,4,0,1.0,True,0,58.33,54.73,53.49,0.0,0.2839220245580794,0.2839220245580794,False,False
539,Cotton,0.0563783451973083,6,0,1.0,True,0,39.74,37.33,36.4,0.0,0.4831925105942326,0.4831925105942326,False,False
540,Cotton,0.0841851915694515,15,3,0.8,False,0,70.92,84.51,55.1,-1.082,0.3869681722835357,0.25631885856943426,False,False
541,Cotton,0.0900955213287215,15,2,0.8666666666666667,False,0,35.94,49.25,6.97,-2.151,0.4656954108575287,0.5459392634143557,False,False
542,Cotton,0.0975509091155648,17,1,0.9411764705882353,False,0,47.93,44.67,44.01,0.155,0.4470351105875006,0.4470351105875006,False,False
543,Cotton,0.1044356316650902,19,7,0.631578947368421,False,0,38.56,63.32,45.58,-1.905,0.5105364170536443,0.40717230318723296,False,False
544,Groundnut,1.0644223343721928,346,280,0.19075144508670516,False,0,64.43,60.15,62.08,0.066,0.4523046403982596,0.4403199885422771,False,False
545,Maize,1.2379552197366972,408,340,0.16666666666666663,False,0,48.79,46.36,45.16,-0.167,0.4619842097931501,0.455315641799423,False,False
546,Cotton,1.2141040129704344,402,332,0.17412935323383083,False,0,82.12,77.14,77.97,0.052,0.4833999814007514,0.47953698943452483,False,False
547,Groundnut,0.6823035464666509,208,148,0.28846153846153844,False,0,48.9,44.4,48.32,0.139,0.4435187303230552,0.44755389916273525,False,False
548,Groundnut,0.7533470024140454,230,167,0.27391304347826084,False,0,40.17,39.75,38.38,-0.469,0.5151637051429131,0.5142405029964058,False,False
549,Cotton,0.3137235905644036,73,36,0.5068493150684932,False,0,38.79,37.69,37.3,-0.15,0.4463961981476952,0.46124708942753123,False,False
550,Rice,0.4606338196593138,124,79,0.3629032258064516,False,0,38.03,21.79,34.44,0.178,0.48897713538771,0.5453895645057732,False,True
551,Bajra,0.1696009172845742,36,14,0.6111111111111112,False,0,70.96,61.53,55.7,0.093,0.3589455203372676,0.3661770259880814,False,False
552,Bajra,0.2494268841373508,62,33,0.467741935483871,False,0,38.37,33.61,37.37,1.216,0.3708047431957794,0.3329315783768719,False,False
553,Bajra,0.1284406975733947,26,9,0.6538461538461539,False,0,67.93,70.1,50.46,-0.358,0.3975170935140056,0.42386277716191123,False,False
554,Bajra,0.4613383867075512,128,83,0.3515625,False,0,50.06,41.53,51.62,0.646,0.4619405499571373,0.4388291243193128,False,False
555,Groundnut,1.1271496322792165,379,302,0.20316622691292874,False,0,40.75,37.28,38.2,0.105,0.4568630215197339,0.4589879611392187,False,False
556,Cotton,0.4233013390986516,124,83,0.3306451612903226,False,0,70.16,64.35,69.21,0.336,0.574227866415072,0.5707437556297231,False,False
557,Cotton,0.2987337725504171,82,50,0.3902439024390244,False,0,77.19,70.76,73.51,-0.611,0.4843557964647141,0.49662925796237706,False,False
558,Bajra,0.9442326829983092,307,242,0.21172638436482083,False,0,56.13,57.4,54.58,-0.339,0.42861340733938,0.4054318506141938,False,False
559,Maize,0.4174512297340512,110,72,0.34545454545454546,False,0,68.71,68.72,66.25,1.014,0.6004985378415687,0.5252262782686387,False,False
560,Bajra,0.6725763753459075,208,152,0.2692307692307693,False,0,52.69,50.0,44.17,0.165,0.4201623108811692,0.40442462766933185,False,False
561,Cotton,0.4397974925726421,130,88,0.32307692307692304,False,0,50.55,46.69,55.96,-0.252,0.6933514615606232,0.7026864568020069,False,False
562,Cotton,0.2438421813596782,57,30,0.4736842105263158,False,0,70.23,59.97,55.66,0.243,0.4900835798093785,0.5279396953680409,False,False
563,Cotton,0.2196439918163695,56,30,0.4642857142857143,False,0,37.17,47.8,27.39,-0.714,0.6302922693706933,0.5611762225875517,False,False
564,Cotton,0.4751739944836876,139,95,0.3165467625899281,False,0,33.85,38.67,30.35,-0.014,0.5171405784779118,0.45822776456829506,False,False
565,Cotton,0.1140550917385265,24,8,0.6666666666666667,False,0,43.75,29.3,43.91,0.251,0.4674948621387896,0.5638217984201226,False,False
566,Cotton,0.2808860739766131,72,41,0.4305555555555556,False,0,36.47,38.36,32.23,0.987,0.52990487422736,0.4229381871347818,False,False
567,Cotton,0.4230612460997342,112,71,0.3660714285714286,False,0,20.11,19.15,21.96,-1.433,0.6474082994358551,0.6731177372416836,True,True
568,Cotton,0.1505242195589567,28,7,0.75,False,0,52.38,57.67,24.24,-0.969,0.5291073969729141,0.5291713990995763,False,False
569,Groundnut,0.5757768329702583,161,105,0.34782608695652173,False,0,21.21,36.78,17.32,1.035,0.5923670022165041,0.44695363136822835,True,False
570,Cotton,1.6120899250143288,535,443,0.17196261682242986,False,0,79.38,76.98,74.21,-0.617,0.4775856133769667,0.4521867843243858,False,False
571,Groundnut,0.6626345621976223,201,144,0.28358208955223885,False,0,85.76,81.19,79.9,-0.053,0.4034497989325188,0.4079674693834445,False,False
572,Cotton,0.6223063217066931,185,126,0.3189189189189189,False,0,54.81,50.54,52.81,0.379,0.438988141193976,0.4165665689006577,False,False
573,Groundnut,1.273891552877008,414,334,0.19323671497584538,False,0,67.21,61.76,61.7,0.496,0.4673657764429831,0.4618112728968007,False,False
574,Cotton,0.7135218324367294,223,168,0.24663677130044848,False,0,46.61,43.52,42.56,0.74,0.5422626378044177,0.5205784277115943,False,False
575,Groundnut,0.7889566409347055,252,193,0.23412698412698407,False,0,49.37,44.95,52.77,1.088,0.5597599281676624,0.5268777904802715,False,False
576,Groundnut,0.1748646271367337,35,8,0.7714285714285715,False,0,28.79,50.04,46.54,1.098,0.6671928754818899,0.4553588251681254,False,False
577,Cotton,0.1507729260125211,28,3,0.8928571428571429,False,0,38.56,36.55,72.65,0.086,0.5534878617581771,0.5195321006875268,False,False
578,Cotton,0.282146896543282,80,48,0.4,False,0,56.18,57.83,53.24,-0.324,0.5356431324208257,0.48558894387655827,False,False
579,Cotton,0.4596120191386753,133,90,0.32330827067669177,False,0,79.52,76.05,71.14,0.063,0.5363537549443568,0.5100034542894148,False,False
580,Cotton,0.1585226202588837,26,0,1.0,True,0,52.69,49.08,47.72,0.0,0.4117588054232827,0.4117588054232827,False,False
581,Cotton,0.3381779372622051,91,55,0.39560439560439564,False,0,40.65,39.09,46.81,-0.204,0.4321654355281282,0.4282471591605464,False,False
582,Cotton,0.3330963064426387,87,50,0.4252873563218391,False,0,48.45,35.39,49.4,-0.167,0.6157155770630277,0.6879428961632571,False,False
583,Groundnut,0.7334427895405267,211,138,0.3459715639810427,False,0,34.65,35.72,36.53,0.534,0.462833752506006,0.42158661480027204,False,False
584,Maize,0.8413062359421699,265,205,0.2264150943396226,False,0,63.6,63.41,57.19,-0.715,0.5230079620187884,0.5119479994755189,False,False
585,Cotton,0.3410882309356329,88,47,0.46590909090909094,False,0,66.0,67.28,57.93,-0.477,0.5004388437679053,0.4806292619839499,False,False
586,Bajra,0.1400604314572162,27,9,0.6666666666666667,False,0,64.98,44.57,60.48,0.241,0.2385718710026107,0.29867334521590927,False,False
587,Cotton,0.1656896793481617,36,15,0.5833333333333333,False,0,38.07,17.8,27.91,0.205,0.5693544842348046,0.6826355992573219,False,True
588,Bajra,0.1688590269462622,39,18,0.5384615384615384,False,0,64.86,54.03,49.94,0.677,0.3534621995072692,0.37364435047697436,False,False
589,Bajra,0.0352974566787609,2,0,1.0,True,0,72.19,67.33,71.72,0.0,0.3703159078458182,0.3703159078458182,False,False
590,Cotton,0.1412877818025019,29,11,0.6206896551724138,False,0,28.1,16.85,17.75,1.356,0.5345274982513584,0.5128410329604359,False,True
591,Cotton,0.1776757317516739,36,9,0.75,False,0,22.75,43.52,45.03,-0.121,0.5607734969979222,0.38128779919705375,True,False
592,Cotton,0.6900126625425295,214,159,0.2570093457943925,False,0,47.09,46.99,42.98,0.105,0.4979715747567829,0.4756073854569584,False,False
593,Groundnut,1.0611812859193357,340,274,0.1941176470588235,False,0,85.37,79.64,82.66,0.878,0.4758685857265798,0.4624916644879221,False,False
594,Cotton,1.4630833591899588,468,366,0.21794871794871795,False,0,75.29,72.66,71.42,-0.673,0.522065132422876,0.49303757284253663,False,False
595,Cotton,1.0994954291794508,359,288,0.1977715877437326,False,0,73.52,67.3,67.6,-0.354,0.5002666851673827,0.4883543183608952,False,False
596,Groundnut,0.5211644070332737,149,104,0.30201342281879195,False,0,49.13,56.13,49.79,1.187,0.5801931505648374,0.47128292425788426,False,False
597,Cotton,0.5359766470809272,150,93,0.38,False,0,14.48,46.1,17.79,1.351,1.5100841492996937,0.4247768222473397,True,False
598,Cotton,0.1790612843389417,42,20,0.5238095238095238,False,0,35.6,30.42,28.52,0.7,0.479634083266715,0.4814763104870713,False,False
599,Cotton,0.5188792626184952,124,54,0.564516129032258,False,0,28.53,34.6,47.41,-0.363,0.6130273849666525,0.5455811257510202,False,False
600,Cotton,0.2615006475105891,66,37,0.43939393939393945,False,0,23.18,31.94,20.42,0.118,0.6048392230750544,0.5171854433131265,True,False
601,Bajra,0.136808104476643,30,12,0.6,False,0,42.5,36.8,28.48,0.601,0.4625162921644044,0.43750218223073434,False,False
602,Cotton,0.0649705906902342,9,0,1.0,True,0,50.0,46.1,45.91,0.0,0.4935526178376311,0.4935526178376311,False,False
